"long","lat","pop_valid","has_station","has_station_n3","buglary_home","buglary_home_mean3","buglary_home_mean5","buglary_home_mean7","buglary_home_mean9","buglary_car","buglary_car_mean3","buglary_car_mean5","buglary_car_mean7","buglary_car_mean9","buglary_bike","buglary_bike_mean3","buglary_bike_mean5","buglary_bike_mean7","buglary_bike_mean9"
121.544890939,25.1404252049999,TRUE,FALSE,TRUE,0,0.333333333333333,0.320000000000126,0.469387755101912,0.530864197530708,0,0.111111111111111,0.04,0.0204081632653061,0.037037037037037,0,0,0,0,0.0246913580246914
121.549390939,25.1404252049999,TRUE,FALSE,TRUE,0,0.555555555555556,0.2,0.306122448979721,0.46913580246898,0,0,0.04,0.0204081632653061,0.037037037037037,0,0,0,0,0.0246913580246914
121.553890939,25.1404252049999,FALSE,FALSE,FALSE,0,0.222222222222222,0.24,0.224489795918367,0.320987654320988,0,0,0,0.0204081632653061,0.0246913580246914,0,0,0,0,0
121.558390939,25.1404252049999,FALSE,FALSE,FALSE,0,0.333333333333333,0.16,0.142857142857143,0.234567901234568,0,0,0,0,0.0123456790123457,0,0,0,0,0
121.562890939,25.1404252049999,FALSE,FALSE,FALSE,0,0.222222222222222,0.16,0.142857142857143,0.135802469135802,0,0,0,0,0,0,0,0,0,0
121.567390939,25.1404252049999,FALSE,FALSE,FALSE,1,0.222222222222222,0.16,0.142857142857143,0.0987654320987654,0,0,0,0,0,0,0,0,0,0
121.571890939,25.1404252049999,FALSE,FALSE,FALSE,0,0.333333333333333,0.16,0.102040816326531,0.0987654320987654,0,0,0,0,0,0,0,0,0,0
121.576390939,25.1404252049999,FALSE,FALSE,FALSE,0,0.222222222222222,0.12,0.102040816326531,0.0617283950617284,0,0,0,0,0,0,0,0,0,0
121.580890939,25.1404252049999,FALSE,FALSE,FALSE,0,0.222222222222222,0.08,0.0816326530612245,0.0617283950617284,0,0,0,0,0,0,0,0,0,0
121.585390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0.08,0.0612244897959184,0.0493827160493827,0,0,0,0,0,0,0,0,0,0
121.589890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0.0612244897959184,0.037037037037037,0,0,0,0,0,0,0,0,0,0
121.594390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0
121.598890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.603390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.607890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.612390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.616890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.621390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.625890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.630390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.634890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.639390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.643890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.648390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.652890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.657390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.661890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.666390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.670890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.675390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.679890939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.684390939,25.1404252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.436890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.441390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.445890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.450390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.454890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0.0204081632653061,0.0617283950617284,0,0,0,0.0408163265306122,0.0740740740740351,0,0,0,0.0816326530612245,0.123456790123457
121.459390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0.0612244897959184,0.0617283950617284,0,0,0.04,0.102040816326466,0.123456790123496,0,0,0.08,0.163265306122449,0.123456790123457
121.463890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0.08,0.0612244897959184,0.0617283950617284,0,0,0.159999999999874,0.18367346938782,0.135802469135841,0,0,0.16,0.163265306122449,0.123456790123457
121.468390939,25.1359252049999,FALSE,FALSE,FALSE,0,0.222222222222222,0.08,0.0612244897959184,0.0864197530864197,0,0.222222222221871,0.240000000000126,0.204081632653126,0.148148148148187,0,0,0.16,0.163265306122449,0.148148148148148
121.472890939,25.1359252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.08,0.102040816326531,0.0864197530864197,0,0.444444444444795,0.280000000000126,0.224489795918432,0.234567901234617,0,0,0.16,0.204081632653061,0.160493827160494
121.477390939,25.1359252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.16,0.102040816326531,0.271604938271605,1.00000000000316,0.555555555555906,0.320000000000126,0.367346938775591,0.271604938271654,0,0,0.24,0.224489795918367,0.253086419753086
121.481890939,25.1359252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.16,0.408163265306122,0.592592592592047,1,0.333333333334035,0.480000000000158,0.428571428571509,0.345679012345698,0,0.222222222222222,0.2,0.377551020408163,0.413580246913463
121.486390939,25.1359252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.68,0.918367346937873,0.70370370370387,0,0.444444444444532,0.480000000000284,0.510204081632685,0.413580246913619,0,0.333333333333333,0.42,0.561224489795725,0.537037037036998
121.490890939,25.1359252049999,TRUE,FALSE,FALSE,0,1.33333333333333,1.63999999999823,1.06122448979619,0.839506172839662,2,0.666666666666754,0.639999999999937,0.540816326530741,0.401234567901274,0,0.888888888888889,0.899999999999621,0.663265306122385,0.561728395061689
121.495390939,25.1359252049999,TRUE,FALSE,TRUE,1,3.55555555555064,1.96000000000041,1.22448979591863,0.9506172839505,1,1.11111111111094,0.78,0.459183673469388,0.364197530864275,0,1.55555555555503,1.18,0.785714285714221,0.611111111110916
121.499890939,25.1359252049999,TRUE,FALSE,TRUE,5.99999999998421,4.22222222222301,2.00000000000038,1.28571428571454,0.975308641975465,1.00000000000079,1.16666666666658,0.74,0.438775510204082,0.314814814814815,0,1.99999999999982,1.22,0.867346938775317,0.660493827160455
121.504390939,25.1359252049999,TRUE,TRUE,TRUE,3.00000000000868,3.44444444444515,2.08000000000038,1.26530612244924,1.0123456790125,1.49999999999842,0.833333333333246,0.539999999999968,0.418367346938775,0.314814814814815,0,1.44444444444427,1.18,0.867346938775446,0.685185185185146
121.508890939,25.1359252049999,TRUE,FALSE,TRUE,1,1.22222222222784,1.48000000000038,1.30612244897985,1.1234567901233,0,0.388888888889064,0.419999999999968,0.295918367346923,0.302469135802469,0,0.555555555555906,0.88,0.84693877551014,0.660493827160455
121.513390939,25.1359252049999,TRUE,FALSE,FALSE,0,0.555555555555468,0.520000000002147,1.12244897959209,1.28395061728376,0,0,0.180000000000063,0.234693877551004,0.228395061728385,0,0,0.400000000000379,0.693877551020344,0.660493827160455
121.517890939,25.1359252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.359999999999968,0.816326530613147,1.23456790123437,0,0,0,0.132653061224522,0.21604938271604,0,0,0.12,0.448979591836864,0.567901234567862
121.522390939,25.1359252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.599999999999495,0.816326530611971,1.0123456790127,0,0,0,0.0612244897959184,0.15432098765434,0,0,0,0.26530612244898,0.407407407407485
121.526890939,25.1359252049999,TRUE,FALSE,FALSE,1,0.888888888887836,0.679999999999747,0.775510204081375,0.925925925925565,0,0,0,0.0816326530612245,0.0740740740740741,0,0,0,0.142857142857143,0.283950617283951
121.531390939,25.1359252049999,TRUE,FALSE,FALSE,1,1.11111111111041,0.799999999999747,0.775510204081375,0.765432098765081,0,0,0.04,0.0816326530612245,0.0617283950617284,0,0,0,0.0612244897960473,0.185185185185185
121.535890939,25.1359252049999,TRUE,FALSE,FALSE,0,0.888888888888187,0.919999999999747,0.755102040816069,0.666666666666588,0,0,0.04,0.0816326530612245,0.0617283950617284,0,0,0,0.0204081632653061,0.0864197530865757
121.540390939,25.1359252049999,TRUE,FALSE,TRUE,0,0.555555555555906,0.759999999999747,0.775510204081375,0.65432098765397,0,0,0.04,0.0612244897959184,0.0617283950617284,0,0,0,0.0204081632653061,0.037037037037037
121.544890939,25.1359252049999,TRUE,TRUE,TRUE,3,0.333333333333333,0.480000000000253,0.653061224489538,0.641975308641624,0,0,0.04,0.0612244897959184,0.0493827160493827,0,0,0,0.0204081632653061,0.0123456790123457
121.549390939,25.1359252049999,TRUE,FALSE,TRUE,0,0.333333333333333,0.32,0.448979591836735,0.530864197530825,0,0,0.04,0.0408163265306122,0.0493827160493827,0,0,0,0,0.0123456790123457
121.553890939,25.1359252049999,TRUE,FALSE,FALSE,0,0,0.24,0.285714285714286,0.37037037037037,0,0,0,0.0204081632653061,0.037037037037037,0,0,0,0,0
121.558390939,25.1359252049999,TRUE,FALSE,FALSE,0,0,0.16,0.163265306122449,0.271604938271605,0,0,0,0,0.0123456790123457,0,0,0,0,0
121.562890939,25.1359252049999,FALSE,FALSE,FALSE,0,0.111111111111111,0.16,0.163265306122449,0.172839506172839,0,0,0,0,0,0,0,0,0,0
121.567390939,25.1359252049999,FALSE,FALSE,FALSE,0,0.111111111111111,0.2,0.163265306122449,0.135802469135802,0,0,0,0,0,0,0,0,0,0
121.571890939,25.1359252049999,FALSE,FALSE,FALSE,0,0.333333333333333,0.2,0.102040816326531,0.135802469135802,0,0,0,0,0,0,0,0,0,0
121.576390939,25.1359252049999,FALSE,FALSE,FALSE,2,0.222222222222222,0.16,0.102040816326531,0.0987654320987654,0,0,0,0,0,0,0,0,0,0
121.580890939,25.1359252049999,FALSE,FALSE,FALSE,0,0.222222222222222,0.12,0.0816326530612245,0.0864197530864197,0,0,0,0,0,0,0,0,0,0
121.585390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0.12,0.0612244897959184,0.0617283950617284,0,0,0,0,0,0,0,0,0,0
121.589890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0.0612244897959184,0.037037037037037,0,0,0,0,0,0,0,0,0,0
121.594390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0
121.598890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.603390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.607890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.612390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.616890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.621390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.625890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.630390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.634890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.639390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.643890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.648390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.652890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.657390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.661890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.666390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.670890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.675390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.679890939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.684390939,25.1359252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.436890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.441390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.445890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.450390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0.0204081632653061,0,0,0,0,0.0204081632653061,0,0,0,0,0,0
121.454890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0.0612244897959184,0.0617283950617284,0,0,0,0.0612244897959184,0.0740740740740351,0,0,0,0.122448979591837,0.123456790123457
121.459390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0.04,0.102040816326531,0.0617283950617284,0,0,0.08,0.122448979591772,0.123456790123496,0,0,0.16,0.204081632653061,0.123456790123457
121.463890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0.12,0.102040816326531,0.0617283950617284,0,0.111111111111111,0.199999999999874,0.204081632653126,0.135802469135841,0,0.222222222222222,0.32,0.204081632653061,0.123456790123457
121.468390939,25.1314252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.12,0.102040816326531,0.0864197530864197,0,0.444444444444094,0.360000000000126,0.224489795918432,0.148148148148187,0,0.444444444444444,0.32,0.204081632653061,0.148148148148148
121.472890939,25.1314252049999,TRUE,FALSE,FALSE,2,0.222222222222222,0.12,0.142857142857143,0.0864197530864197,1.99999999999684,0.666666666667017,0.400000000000126,0.244897959183738,0.234567901234617,0,0.444444444444444,0.32,0.244897959183673,0.160493827160494
121.477390939,25.1314252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.2,0.142857142857143,0.283950617283951,1.00000000000316,0.666666666667017,0.400000000000126,0.346938775510285,0.271604938271654,0,0.222222222222222,0.4,0.26530612244898,0.253086419753086
121.481890939,25.1314252049999,TRUE,FALSE,FALSE,0,0,0.16,0.428571428571429,0.604938271604393,0,0.333333333334035,0.440000000000158,0.387755102040897,0.345679012345698,0,0,0.28,0.418367346938775,0.413580246913463
121.486390939,25.1314252049999,TRUE,FALSE,FALSE,0,0,0.56,0.918367346937873,0.716049382716215,0,0.333333333333333,0.440000000000284,0.469387755102073,0.413580246913619,0,0,0.42,0.561224489795725,0.537037037036998
121.490890939,25.1314252049999,TRUE,FALSE,FALSE,0,0.444444444444444,1.59999999999823,1.0816326530615,0.925925925926082,0,0.444444444444444,0.439999999999937,0.540816326530741,0.401234567901274,0,0.833333333333333,0.939999999999621,0.683673469387691,0.586419753086381
121.495390939,25.1314252049999,TRUE,FALSE,TRUE,1,1.99999999999614,1.92000000000054,1.34693877551046,1.09876543209869,1,0.777777777777514,0.58,0.479591836734694,0.364197530864275,5,1.94444444444339,1.29999999999987,0.84693877551014,0.820987654320286
121.499890939,25.1314252049999,TRUE,TRUE,TRUE,5.99999999998105,2.66666666666553,2.16000000000051,1.57142857142838,1.19753086419769,1.99999999999684,0.944444444444357,0.58,0.459183673469388,0.314814814814815,5.99999999999526,2.72222222222222,1.45999999999987,1.01020408163233,0.895061728395023
121.504390939,25.1314252049999,TRUE,TRUE,TRUE,2.00000000001263,2.33333333333219,2.28000000000051,1.57142857142883,1.28395061728411,1.00000000000316,0.722222222222134,0.459999999999968,0.438775510204082,0.32716049382716,5.00000000000316,2.22222222222222,1.57999999999962,1.0510204081632,0.93209876543206
121.508890939,25.1314252049999,TRUE,FALSE,TRUE,0,0.777777777780497,1.84000000000051,1.63265306122475,1.40740740740749,0,0.388888888889064,0.339999999999968,0.336734693877535,0.314814814814815,0,1.11111111111216,1.35999999999987,1.07142857142851,0.919753086419714
121.513390939,25.1314252049999,TRUE,FALSE,FALSE,0,0.111111111111111,0.880000000002274,1.55102040816301,1.59259259259259,0,0,0.180000000000063,0.275510204081617,0.240740740740731,0,0.333333333333333,0.840000000000253,0.918367346938711,0.919753086419714
121.517890939,25.1314252049999,TRUE,FALSE,FALSE,0,0,0.799999999999969,1.28571428571487,1.54320987654325,0,0,0,0.173469387755134,0.228395061728385,0,0,0.48,0.673469387755231,0.851851851851813
121.522390939,25.1314252049999,TRUE,FALSE,FALSE,0,0.444444444444444,0.919999999999495,1.28571428571369,1.32098765432157,0,0,0.04,0.0816326530612245,0.166666666666686,0,0,0.28,0.469387755102041,0.691358024691436
121.526890939,25.1314252049999,TRUE,FALSE,TRUE,1,1.22222222222117,1.11999999999949,1.16326530612187,1.24691358024679,0,0,0.08,0.0816326530612245,0.0864197530864197,0,0,0.120000000000253,0.306122448979592,0.567901234567901
121.531390939,25.1314252049999,TRUE,FALSE,TRUE,2.99999999999368,1.66666666666632,1.31999999999949,0.999999999999871,1.01234567901223,0,0,0.08,0.0816326530612245,0.0740740740740741,0,0,0.04,0.142857142857401,0.444444444444444
121.535890939,25.1314252049999,TRUE,FALSE,TRUE,2.00000000000316,1.5555555555552,1.35999999999949,0.959183673468808,0.851851851851969,0,0,0.08,0.0816326530612245,0.0740740740740741,0,0,0.04,0.0612244897959184,0.160493827161157
121.540390939,25.1314252049999,TRUE,FALSE,TRUE,0,1.11111111111181,1.11999999999949,0.959183673468808,0.777777777777661,0,0,0.08,0.0816326530612245,0.0740740740740741,0,0,0.04,0.0204081632653061,0.0864197530864197
121.544890939,25.1314252049999,TRUE,FALSE,TRUE,0,0.666666666666667,0.72,0.755102040816262,0.728395061728278,0,0,0.04,0.0816326530612245,0.0493827160493827,0,0,0,0.0204081632653061,0.0493827160493827
121.549390939,25.1314252049999,TRUE,FALSE,TRUE,0,0.333333333333333,0.4,0.530612244897959,0.617283950617245,0,0,0,0.0612244897959184,0.0493827160493827,0,0,0,0,0.037037037037037
121.553890939,25.1314252049999,TRUE,FALSE,FALSE,0,0,0.16,0.36734693877551,0.432098765432138,0,0,0,0.0204081632653061,0.037037037037037,0,0,0,0,0.0246913580246914
121.558390939,25.1314252049999,TRUE,FALSE,FALSE,0,0,0.08,0.224489795918367,0.320987654320988,0,0,0,0,0.0123456790123457,0,0,0,0,0
121.562890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0.08,0.224489795918367,0.222222222222222,0,0,0,0,0,0,0,0,0,0
121.567390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0.16,0.224489795918367,0.172839506172839,0,0,0,0,0,0,0,0,0,0
121.571890939,25.1314252049999,FALSE,FALSE,FALSE,0,0.333333333333333,0.16,0.163265306122449,0.172839506172839,0,0,0,0,0,0,0,0,0,0
121.576390939,25.1314252049999,FALSE,FALSE,FALSE,0,0.333333333333333,0.16,0.142857142857143,0.135802469135802,0,0,0,0,0,0,0,0,0,0
121.580890939,25.1314252049999,FALSE,FALSE,FALSE,0,0.333333333333333,0.12,0.102040816326531,0.111111111111111,0,0,0,0,0,0,0,0,0,0
121.585390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0.12,0.0612244897959184,0.0740740740740741,0,0,0,0,0,0,0,0,0,0
121.589890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0.0612244897959184,0.037037037037037,0,0,0,0,0,0,0,0,0,0
121.594390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0
121.598890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.603390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.607890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.612390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.616890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.621390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.625890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.630390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.634890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.639390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.643890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.648390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.652890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.657390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.661890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.666390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.670890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.675390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.679890939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.684390939,25.1314252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.436890939,25.1269252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.441390939,25.1269252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.445890939,25.1269252049999,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.450390939,25.1269252049999,FALSE,FALSE,FALSE,0,0,0,0.0204081632653061,0,0,0,0,0.0204081632653061,0,0,0,0,0,0
121.454890939,25.1269252049999,FALSE,FALSE,FALSE,0,0,0.04,0.0612244897959184,0.0617283950617284,0,0,0.04,0.0612244897959184,0.0864197530863808,0,0,0,0.122448979591837,0.123456790123457
121.459390939,25.1269252049999,FALSE,FALSE,TRUE,0,0,0.12,0.102040816326531,0.0617283950617284,0,0,0.12,0.122448979591772,0.135802469135841,0,0,0.24,0.204081632653061,0.123456790123457
121.463890939,25.1269252049999,FALSE,FALSE,TRUE,0,0.111111111111111,0.2,0.102040816326531,0.0617283950617284,0,0.222222222222222,0.239999999999874,0.204081632653126,0.148148148148187,0,0.444444444444444,0.4,0.204081632653061,0.123456790123457
121.468390939,25.1269252049999,TRUE,FALSE,TRUE,0,0.333333333333333,0.2,0.102040816326531,0.0864197530864197,1,0.555555555555205,0.400000000000126,0.224489795918432,0.160493827160533,2,0.888888888888889,0.4,0.204081632653061,0.148148148148148
121.472890939,25.1269252049999,TRUE,FALSE,FALSE,0,0.333333333333333,0.2,0.142857142857143,0.0864197530864197,1,0.888888888888889,0.440000000000126,0.224489795918432,0.222222222222271,2,0.888888888888889,0.4,0.244897959183673,0.160493827160494
121.477390939,25.1269252049999,TRUE,FALSE,FALSE,0,0.222222222222222,0.16,0.142857142857143,0.283950617283951,0,0.666666666666667,0.400000000000126,0.285714285714366,0.259259259259308,0,0.444444444444444,0.4,0.26530612244898,0.253086419753086
121.481890939,25.1269252049999,TRUE,FALSE,FALSE,0,0,0.08,0.387755102040816,0.604938271604393,0,0.333333333333684,0.400000000000126,0.326530612244978,0.333333333333353,0,0,0.16,0.418367346938775,0.413580246913463
121.486390939,25.1269252049999,TRUE,FALSE,FALSE,0,0,0.16,0.877551020407261,0.716049382716215,0,0,0.360000000000253,0.367346938775542,0.401234567901273,0,0,0.3,0.561224489795725,0.537037037036998
121.490890939,25.1269252049999,TRUE,FALSE,FALSE,0,0.333333333333333,0.79999999999861,1.02040816326558,0.950617283950773,0,0.111111111111111,0.319999999999905,0.438775510204211,0.388888888888928,0,0.833333333333333,0.739999999999621,0.683673469387691,0.586419753086381
121.495390939,25.1269252049999,TRUE,FALSE,TRUE,2,1.44444444444234,1.11999999999972,1.40816326530638,1.13580246913592,0,0.333333333332982,0.499999999999968,0.377551020408163,0.35185185185193,2.5,2.0555555555545,1.13999999999987,0.887755102040752,0.858024691357479
121.499890939,25.1269252049999,TRUE,FALSE,TRUE,2,1.88888888888889,1.55999999999972,1.73469387755089,1.3086419753088,0,0.555555555555555,0.539999999999968,0.357142857142857,0.314814814814815,3.99999999999526,3.0555555555552,1.45999999999987,1.3571428571417,1.01851851851848
121.504390939,25.1269252049999,TRUE,FALSE,TRUE,1.00000000000316,2.11111111111111,1.91999999999883,1.85714285714312,1.43209876543225,1,0.444444444444444,0.459999999999968,0.357142857142857,0.339506172839506,2.00000000000632,2.88888888888854,1.77999999999937,1.43877551020402,1.06790123456786
121.508890939,25.1269252049999,TRUE,FALSE,TRUE,0,1.11111111111322,1.83999999999972,2.00000000000026,1.56790123456814,0,0.222222222222573,0.379999999999968,0.316326530612229,0.327160493827161,3,2.11111111111111,1.63999999999987,1.47959183673463,1.06790123456786
121.513390939,25.1269252049999,TRUE,FALSE,FALSE,0,0.777777777777778,1.32000000000111,1.97959183673482,1.83950617283943,0,0,0.260000000000063,0.25510204081631,0.277777777777768,0,1.33333333333333,1.28000000000025,1.34693877551014,1.09259259259251
