"long","lat","district"
121.5278946,25.0573288,"中山區中原里"
121.5697539,25.0543143,"松山區安平里"
121.5562359,24.9760327,"文山區老泉里"
121.56453,24.988599,"文山區木柵里"
121.4947657,25.0154026,"萬華區華中里"
121.5373897,25.0587151,"中山區江山里"
121.553928,25.047847,"松山區吉仁里"
121.4744818,25.1324144,"北投區一德里"
121.5457421,25.0743434,"中山區大佳里"
121.61912,25.0706174,"內湖區樂康里"
121.5096568,25.0721832,"大同區老師里"
121.5223995,25.0971891,"士林區福佳里"
121.6156533,25.0507681,"南港區新富里"
121.5526947,25.0527409,"松山區東勢里"
121.5467028,25.0388947,"大安區仁愛里"
121.5553698,25.0587242,"松山區東榮里"
121.5117814,25.0959939,"士林區後港里"
121.5149713,25.0930905,"士林區後港里"
121.5016894,25.0231027,"萬華區忠貞里"
121.5544796,24.999768,"文山區興得里"
121.5786214,25.0518421,"松山區慈祐里"
121.6136859,25.0661826,"內湖區五分里"
121.5910514,25.0595631,"內湖區石潭里"
121.5320548,25.0981015,"士林區福志里"
121.5450892,25.0600211,"松山區民有里"
121.5111154,25.0790546,"士林區富光里"
121.5294809,25.0363156,"中正區三愛里"
121.6130029,25.0530103,"南港區中南里"
121.5987281,25.0571931,"南港區重陽里"
121.5867049,25.0538812,"南港區玉成里"
121.5867049,25.0538812,"南港區玉成里"
121.5867049,25.0538812,"南港區玉成里"
121.5977113,25.0497078,"南港區新光里"
121.5975985,25.0577551,"南港區重陽里"
121.5094227,25.0701271,"大同區鄰江里"
121.5939834,25.0834576,"內湖區內湖里"
121.5521792,25.0547167,"松山區中華里"
121.5688624,25.0467122,"信義區雅祥里"
121.5716462,25.0492112,"信義區雅祥里"
121.5256664,25.1016672,"士林區德行里"
121.5831939,25.0456271,"南港區萬福里"
121.5118043,25.0555232,"大同區朝陽里"
121.600233,25.0583225,"南港區重陽里"
121.4755981,25.1332689,"北投區一德里"
121.4797151,25.1361553,"北投區桃源里"
121.5810019,25.052361,"南港區玉成里"
121.5089733,25.0924196,"士林區社子里"
121.557187,25.0578006,"松山區介壽里"
121.5703804,25.0466689,"信義區雅祥里"
121.50204,25.144776,"北投區中和里"
