編號,案類,發生(現)日期,發生時段,發生(現)地點,lat,long
261,住宅竊盜,1040609,16~18,台北市文山區試院里和興路91~120號,24.9853697,121.54937569999993
262,住宅竊盜,1040612,10~12,台北市信義區三張里莊敬路391~420號,25.0270579,121.56639599999994
263,住宅竊盜,1040615,10~12,台北市中山區建國北路二段116巷1~30號,25.0523809,121.5371887
264,住宅竊盜,1040615,16~18,台北市大安區建安里忠孝東路四段181巷7弄1~30號,25.0414034,121.54453260000003
265,住宅竊盜,1040616,07~09,台北市萬華區西藏路199巷1~30號,25.0290571,121.49991049999994
266,住宅竊盜,1040616,13~15,台北市文山區景東里景華街104巷1~30號,24.9951447,121.54638320000004
267,住宅竊盜,1040616,13~15,台北市文山區景東里景興路153巷14弄1~30號,24.9932583,121.54530699999998
268,住宅竊盜,1040619,07~09,台北市中山區長安東路一段52巷9弄1~30號,25.0473265,121.52796720000003
269,住宅竊盜,1040619,07~09,台北市文山區萬隆里羅斯福路五段211~240號,25.0013529,121.53893300000004
270,住宅竊盜,1040619,19~21,台北市中正區頂東里羅斯福路二段174巷1~30號,25.0251372,121.52359569999999
271,住宅竊盜,1040620,04~06,台北市松山區光復北路120巷121~150號,25.0509907,121.55663030000005
272,住宅竊盜,1040620,10~12,台北市信義區富陽街44巷1~30號,25.0227099,121.55613800000003
273,住宅竊盜,1040621,10~12,台北市士林區溪山里至善路三段1~30號,25.112326,121.56358599999999
274,住宅竊盜,1040622,07~09,台北市北投區八仙里承德路七段401巷331弄1~30號,25.1140592,121.49548170000003
275,住宅竊盜,1040622,13~15,台北市士林區臨溪里5鄰故宮路41巷1~30號,25.096635,121.54742199999998
276,住宅竊盜,1040622,13~15,台北市士林區臨溪里故宮路41巷1~30號,25.096635,121.54742199999998
277,住宅竊盜,1040623,22~24,台北市大安區大安路一段16巷1~30號,25.0441692,121.54607520000002
278,住宅竊盜,1040624,04~06,台北市中山區新生北路三段1~30號,25.0630072,121.52814460000002
279,住宅竊盜,1040624,19~21,台北市中正區光復里重慶南路一段1~30號,25.045433,121.51298799999995
280,住宅竊盜,1040625,22~24,台北市中山區明水路601~630號,25.08093,121.55154960000004
281,住宅竊盜,1040628,01~03,台北市士林區陽明里華岡路31~60號,25.138036,121.54269620000002
282,住宅竊盜,1040628,16~18,台北市內湖區東湖路113巷95弄121~150號,25.0703309,121.61443299999996
283,住宅竊盜,1040628,16~18,台北市南港區玉成里南港路三段130巷3弄1~30號,25.0538738,121.58798139999999
284,住宅竊盜,1040628,22~24,台北市中山區中山北路二段128巷6弄1~30號,25.0524875,121.52284199999997
285,住宅竊盜,1040628,22~24,台北市中山區林森北路391~420號,25.0598131,121.52540079999994
286,住宅竊盜,1040630,22~24,台北市北投區林泉里新民路31~60號,25.1395917,121.50976579999997
287,住宅竊盜,1040701,07~09,台北市中正區羅斯福路三段91~120號,25.0217972,121.52681200000006
288,住宅竊盜,1040701,16~18,台北市中山區林森北路451~480號,25.060528,121.52559150000002
289,住宅竊盜,1040702,19~21,台北市士林區菁山里菁山路99巷1~30號,25.1469696,121.55230800000004
290,住宅竊盜,1040703,01~03,台北市中山區民族東路512巷1~30號,25.0676789,121.54222400000003
291,住宅竊盜,1040703,13~15,台北市內湖區康樂街201巷23弄1~30號,25.0756057,121.62243820000003
292,住宅竊盜,1040704,04~06,台北市信義區永吉里松山路91~120號,25.0330992,121.58186360000002
293,住宅竊盜,1040707,01~03,台北市萬華區西園路一段256巷1~30號,25.0396831,121.50003249999997
294,住宅竊盜,1040707,07~09,台北市文山區樟文里辛亥路七段69巷1~30號,24.9823677,121.55479049999997
295,住宅竊盜,1040707,19~21,台北市萬華區莒光路181~210號,25.031068,121.50238309999997
296,住宅竊盜,1040708,10~12,台北市文山區萬芳里萬美街一段19巷1~30號,25.0024738,121.56866620000005
297,住宅竊盜,1040709,01~03,台北市中山區新生北路三段61~90號,25.0659966,121.52809809999997
298,住宅竊盜,1040710,01~03,台北市中山區民族東路512巷10、1~30號,25.0682507,121.5238372
299,住宅竊盜,1040712,16~18,台北市萬華區國興路61~90號,25.0274271,121.50522690000003
300,住宅竊盜,1040713,22~24,台北市中山區雙城街19巷1~30號,25.0655001,121.5249321
301,住宅竊盜,1040713,22~24,台北市中正區東門里杭州南路一段18巷1~30號,25.0388056,121.52452870000002
302,住宅竊盜,1040714,07~09,台北市萬華區環河南路二段35巷15弄1~30號,25.0398514,121.49797089999993
303,住宅竊盜,1040715,10~12,台北市萬華區雙園街60巷31~60號,25.0295759,121.49346179999998
304,住宅竊盜,1040715,13~15,台北市信義區正和里光復南路417巷211~240號,25.0368328,121.56020680000006
305,住宅竊盜,1040715,19~21,台北市中山區南京東路二段91~120號,25.0522884,121.53217949999998
306,住宅竊盜,1040716,07~09,台北市大安區光信里光復南路456巷1~30號,25.0356393,121.55679439999994
307,住宅竊盜,1040717,01~03,台北市中山區民生東路一段61~90號,25.0577712,121.52700290000007
308,住宅竊盜,1040718,01~03,台北市北投區一德里中央北路四段151~180號,25.1328105,121.47497350000003
309,住宅竊盜,1040718,13~15,台北市松山區光復北路181~210號,25.0587242,121.5553698
310,住宅竊盜,1040718,16~18,台北市萬華區西園路一段121~150號,25.0379385,121.4998008
311,住宅竊盜,1040718,19~21,台北市北投區林泉里溫泉路121~150號,25.138611,121.51260100000002
312,住宅竊盜,1040720,16~18,台北市北投區清江里中央南路二段91~120號,25.1224748,121.50024940000003
313,住宅竊盜,1040720,19~21,台北市士林區百齡里11鄰前港街110巷1~30號,25.0847371,121.51860579999993
314,住宅竊盜,1040720,22~24,台北市萬華區雅江街61~90號,25.041994,121.50159899999994
315,住宅竊盜,1040721,10~12,台北市松山區南京東路五段251巷24弄1~30號,25.0518185,121.55736739999998
316,住宅竊盜,1040721,22~24,台北市信義區三犁里信義路五段121~150號,25.0336571,121.57389769999997
317,住宅竊盜,1040722,13~15,台北市大同區保安里哈密街59巷31弄31~60號,25.0736557,121.51766220000002
318,住宅竊盜,1040722,16~18,台北市萬華區中華路二段504巷1~30號,25.025723,121.50779699999998
319,住宅竊盜,1040723,07~09,台北市松山區南京東路五段23巷7弄1~30號,25.0518185,121.55736739999998
320,住宅竊盜,1040724,13~15,台北市內湖區成功路四段323巷9弄1~30號,25.0836041,121.5991778
321,住宅竊盜,1040725,10~12,台北市松山區南京東路五段66巷1~30號,25.0518185,121.55736739999998
322,住宅竊盜,1040725,13~15,台北市信義區中興里嘉興街31~60號,25.031744,121.55857100000003
323,住宅竊盜,1040727,07~09,台北市松山區健康路8巷1~30號,25.0527409,121.55269470000007
324,住宅竊盜,1040727,07~09,台北市松山區寶清街1~30號,25.0496729,121.56912469999997
325,住宅竊盜,1040727,19~21,台北市士林區陽明里華岡路31~60號,25.138036,121.54269620000002
326,住宅竊盜,1040729,10~12,台北市松山區民權東路五段31~60號,25.0635141,121.56647620000001
327,住宅竊盜,1040730,13~15,台北市大同區華亭街1~30號,25.052511,121.51311149999992
328,住宅竊盜,1040730,16~18,台北市萬華區大理街170巷1弄1~30號,25.0335717,121.49366550000002
329,住宅竊盜,1040731,01~03,台北市松山區南京東路五段251巷24弄1~30號,25.0518185,121.55736739999998
330,住宅竊盜,1040731,04~06,台北市松山區健康路325巷18弄1~30號,25.0560495,121.56726849999995
331,住宅竊盜,1040731,07~09,台北市中正區廈安里大埔街21巷1~30號,25.0322972,121.50512660000004
332,住宅竊盜,1040731,10~12,台北市松山區南京東路五段281巷1~30號,25.0518185,121.55736739999998
333,住宅竊盜,1040731,13~15,台北市松山區南京東路五段251巷24弄1~30號,25.0518185,121.55736739999998
334,住宅竊盜,1040731,22~24,台北市中山區民權西路61~90號,25.0630441,121.52019910000001
335,住宅竊盜,1040801,22~24,台北市中山區林森北路107巷31~60號,25.0502007,121.52612199999999
336,住宅竊盜,1040803,22~24,台北市文山區木柵里木柵路三段85巷23弄1~30號,24.989659,121.56774399999995
337,住宅竊盜,1040804,04~06,台北市士林區新安里7鄰仰德大路三段106巷1~30號,25.123386,121.552821
338,住宅竊盜,1040805,13~15,台北市松山區南京東路五段123巷1弄1~30號,25.0518185,121.55736739999998
339,住宅竊盜,1040806,13~15,台北市內湖區內湖路二段103巷119弄1~30號,25.0843415,121.5810884
340,住宅竊盜,1040806,16~18,台北市北投區開明里復興四路8巷1~30號,25.141631,121.49979499999995
341,住宅竊盜,1040807,01~03,台北市中山區松江路108巷1~30號,25.0456563,121.53298589999997
342,住宅竊盜,1040810,13~15,台北市萬華區西園路二段372巷3弄31~60號,25.0259143,121.4915565
343,住宅竊盜,1040810,16~18,台北市內湖區安泰街49巷1~30號,25.0740793,121.61764319999997
344,住宅竊盜,1040810,19~21,台北市中山區林森北路391~420號,25.0598131,121.52540079999994
345,住宅竊盜,1040810,19~21,台北市中山區龍江路377巷1~30號,25.0470691,121.54052300000001
346,住宅竊盜,1040811,04~06,台北市士林區社新里社子街61~90號,25.0874783,121.50591299999996
347,住宅竊盜,1040811,10~12,台北市士林區臨溪里9鄰至善路二段342巷1~30號,25.0977879,121.54628200000002
348,住宅竊盜,1040812,07~09,台北市大同區建明里華陰街72巷1~30號,25.0500446,121.51607809999996
349,住宅竊盜,1040812,19~21,台北市中山區林森北路107巷61~90號,25.0499592,121.52710090000005
350,住宅竊盜,1040813,13~15,台北市信義區黎平里和平東路三段301~330號,25.0217579,121.55564500000003
351,住宅竊盜,1040813,16~18,台北市北投區湖山里紗帽路1~30號,25.139911,121.53305799999998
352,住宅竊盜,1040814,07~09,台北市大安區錦安里麗水街31~60號,25.02825,121.52829900000006
353,住宅竊盜,1040814,10~12,台北市文山區木柵里7鄰木柵路三段85巷8弄1~30號,24.988599,121.56452999999999
354,住宅竊盜,1040815,07~09,台北市大同區迪化街二段151~180號,25.0672563,121.51035990000003
355,住宅竊盜,1040815,07~09,台北市信義區大道里林口街181~210號,25.0418509,121.58110499999998
356,住宅竊盜,1040815,10~12,台北市大安區大學里新生南路三段70巷2弄1~30號,25.0196035,121.53342810000004
357,住宅竊盜,1040815,13~15,台北市大同區建明里華陰街72巷1~30號,25.0500446,121.51607809999996
358,住宅竊盜,1040815,13~15,台北市大安區誠安里忠孝東路三段301~330號,25.0418587,121.54339779999998
359,住宅竊盜,1040817,01~03,台北市北投區八仙里崇仁路一段159巷1~30號,25.123262,121.50266499999998
360,住宅竊盜,1040817,01~03,台北市信義區四維里松山路241~270號,25.043593,121.57728399999996
361,住宅竊盜,1040817,16~18,台北市松山區南京東路五段271~300號,25.051595,121.56563699999992
362,住宅竊盜,1040817,19~21,台北市士林區天玉里中山北路七段51巷1~30號,25.1202401,121.53057949999993
363,住宅竊盜,1040818,19~21,台北市南港區九如里研究院路三段211~240號,25.0333549,121.61138699999992
364,住宅竊盜,1040820,01~03,台北市信義區景新里莊敬路289巷5弄18號,25.0296027,121.56383519999997
365,住宅竊盜,1040821,22~24,台北市南港區九如里研究院路三段211~240號,25.0333549,121.61138699999992
366,住宅竊盜,1040822,07~09,台北市中山區樂群二路266巷91~120號,25.0776426,121.56178439999996
367,住宅竊盜,1040822,22~24,台北市文山區博嘉里4鄰木柵路四段159巷170弄1~30號,25.003631,121.57782700000007
368,住宅竊盜,1040823,01~03,台北市中正區廈安里中華路二段109巷1~30號,25.0327576,121.50512989999993
369,住宅竊盜,1040823,19~21,台北市北投區桃源里崗山路11巷1~30號,25.1409188,121.48646859999997
370,住宅竊盜,1040823,19~21,台北市萬華區西園路二段372巷3弄31~60號,25.0259143,121.4915565
371,住宅竊盜,1040824,10~12,台北市信義區六合里信義路五段150巷418弄1~30號,25.033263,121.56049180000002
372,住宅竊盜,1040824,19~21,台北市士林區仁勇里小東街31~60號,25.0893524,121.52620449999995
373,住宅竊盜,1040825,10~12,台北市中正區新營里金華街1~30號,25.0311541,121.52124849999996
374,住宅竊盜,1040825,16~18,台北市大安區通化里10鄰通化街19巷1~30號,25.0322925,121.5543639
375,住宅竊盜,1040826,19~21,台北市內湖區內湖路一段91巷35弄1~30號,25.0875567,121.5626671
376,住宅竊盜,1040827,13~15,台北市士林區福志里福林路271~300號,25.0985597,121.53502079999998
377,住宅竊盜,1040827,16~18,台北市大同區永樂里10鄰民樂街1~30號,25.054353,121.51030700000001
378,住宅竊盜,1040828,07~09,台北市大安區華聲里光復南路72巷23弄1~30號,25.044193,121.55694399999993
379,住宅竊盜,1040828,13~15,台北市士林區天壽里4鄰中山北路六段441巷31~60號,25.1034301,121.52488219999998
380,住宅竊盜,1040828,13~15,台北市萬華區青年路1~30號,25.025834,121.50519199999997
381,住宅竊盜,1040828,22~24,台北市中山區中山北路二段115巷1~30號,25.0524875,121.52284199999997
382,住宅竊盜,1040829,01~03,台北市文山區樟樹里13鄰興隆路四段74巷1~30號,24.9838215,121.56066620000001
383,住宅竊盜,1040829,07~09,台北市中正區廈安里中華路二段175巷31~60號,25.0307889,121.50507259999995
384,住宅竊盜,1040829,13~15,台北市北投區八仙里中央南路二段1~30號,25.1260487,121.50058710000008
385,住宅竊盜,1040830,07~09,台北市文山區明義里9鄰興隆路四段44巷1~30號,24.988465,121.56008599999996
386,住宅竊盜,1040831,04~06,台北市士林區葫蘆里延平北路五段231巷31~60號,25.0842116,121.50873960000001
387,住宅竊盜,1040831,10~12,台北市中正區幸市里仁愛路二段61~90號,25.0384752,121.5301336
388,住宅竊盜,1040831,10~12,台北市信義區四育里虎林街30巷1~30號,25.047192,121.575871
389,住宅竊盜,1040831,13~15,台北市萬華區西昌街181~210號,25.0386763,121.50073999999995
390,住宅竊盜,1040831,16~18,台北市北投區石牌里致遠一路一段46巷1~30號,25.1099316,121.51738649999993
391,住宅竊盜,1040901,22~24,台北市大安區通化里通化街39巷1~30號,25.0322925,121.5543639
392,住宅竊盜,1040903,13~15,台北市北投區雙全街62巷1~30號,25.137616,121.50067999999999
393,住宅竊盜,1040905,19~21,台北市中山區民族東路391~420號,25.0680852,121.53809139999998
394,住宅竊盜,1040905,19~21,台北市松山區饒河街121~150號,25.050442,121.5748734
395,住宅竊盜,1040905,19~21,台北市萬華區廣州街186巷1~30號,25.0368011,121.49912369999993
396,住宅竊盜,1040906,01~03,台北市士林區忠誠里忠誠路一段91~120號,25.1055735,121.5286572
397,住宅竊盜,1040906,13~15,台北市內湖區民權東路六段413巷1~30號,25.0661671,121.57752890000006
398,住宅竊盜,1040907,13~15,台北市松山區敦化南路一段1~30號,25.047677,121.549351
399,住宅竊盜,1040908,10~12,台北市大安區虎嘯里4鄰敦化南路二段181~210號,25.0223318,121.54847050000001
400,住宅竊盜,1040908,10~12,台北市中正區文盛里汀州路三段151~180號,25.015872,121.53135999999995
401,住宅竊盜,1040908,22~24,台北市中山區林森北路133巷31~60號,25.0509264,121.52634239999998
402,住宅竊盜,1040908,22~24,台北市中山區敬業1路181~210號,25.0786925,121.55962399999999
403,住宅竊盜,1040909,13~15,台北市中山區北安路608巷5弄1~30號,25.082115,121.5493755
404,住宅竊盜,1040910,10~12,台北市士林區福順里重慶北路四段31~60號,25.0805979,121.51294899999994
405,住宅竊盜,1040910,19~21,台北市松山區八德路四段691~720號,25.0500983,121.57643589999998
406,住宅竊盜,1040911,07~09,台北市萬華區環河南路三段151~180號,25.0231509,121.49160600000005
407,住宅竊盜,1040911,10~12,台北市松山區八德路二段391~420號,25.0484244,121.54642609999996
408,住宅竊盜,1040912,07~09,台北市文山區順興里18鄰恆光街17巷1~30號,24.9842567,121.56723260000001
409,住宅竊盜,1040913,04~06,台北市信義區永春里永吉路481~510號,25.0455889,121.57910700000002
410,住宅竊盜,1040913,10~12,台北市大同區老師里延平北路四段153巷1~30號,25.0726883,121.51134980000006
411,住宅竊盜,1040913,19~21,台北市北投區大同里中央北路一段151~180號,25.135359,121.498516
412,住宅竊盜,1040914,04~06,台北市中正區文盛里羅斯福路三段244巷10弄1~30號,25.0166969,121.53094899999996
413,住宅竊盜,1040914,10~12,台北市中山區合江街31~60號,25.055409,121.53919100000007
414,住宅竊盜,1040914,19~21,台北市中山區民生東路一段31~60號,25.0582147,121.52520529999993
415,住宅竊盜,1040915,10~12,台北市北投區林泉里泉源路21巷1~30號,25.14166,121.51366299999995
416,住宅竊盜,1040915,16~18,台北市萬華區東園街66巷37弄1~30號,25.02553,121.49551900000006
417,住宅竊盜,1040915,19~21,台北市中山區中山北路二段115巷3弄1~30號,25.0524875,121.52284199999997
418,住宅竊盜,1040917,01~03,台北市信義區六合里信義路五段150巷臨31~60號,25.025728,121.57255699999996
419,住宅竊盜,1040917,19~21,台北市大安區全安里8鄰安和路二段227巷1~30號,25.0254236,121.55060920000005
420,住宅竊盜,1040918,04~06,台北市萬華區大埔街7巷1~30號,25.0330423,121.50431739999999
421,住宅竊盜,1040919,01~03,台北市中山區中山北路一段121巷1~30號,25.051326,121.522739
422,住宅竊盜,1040919,16~18,台北市大同區鄭州路121~150號,25.050352,121.51091900000006
423,住宅竊盜,1040919,22~24,台北市大同區玉泉里貴德街1~30號,25.052409,121.50810200000001
424,住宅竊盜,1040920,01~03,台北市北投區吉利里致遠二路95巷31~60號,25.1167881,121.51067379999995
425,住宅竊盜,1040920,10~12,台北市南港區九如里研究院路二段182巷61~90號,25.0363298,121.61353229999997
426,住宅竊盜,1040920,19~21,台北市中山區民權東路二段91~120號,25.0627026,121.53234599999996
427,住宅竊盜,1040921,01~03,台北市中正區南福里羅斯福路二段61~90號,25.0284268,121.52133430000004
428,住宅竊盜,1040921,04~06,台北市信義區六合里信義路五段150巷401弄1~30號,25.024709,121.57033999999999
429,住宅竊盜,1040921,13~15,台北市士林區德華里文林路740巷9弄1~30號,25.1026418,121.52070140000001
430,住宅竊盜,1040921,13~15,台北市士林區德華里文林路740巷9弄1~30號,25.1026418,121.52070140000001
431,住宅竊盜,1040924,10~12,台北市北投區湖山里湖山路二段1~30號,25.155343,121.54100900000003
432,住宅竊盜,1040924,19~21,台北市中正區永昌里中華路二段391~420號3樓,25.0262178,121.50796850000006
433,住宅竊盜,1040925,22~24,台北市中正區螢雪里泉州街121~150號,25.0256339,121.51349400000004
434,住宅竊盜,1040926,10~12,台北市大安區光武里22鄰復興南路一段107巷5弄1~30號,25.0437322,121.54444850000004
435,住宅竊盜,1040926,10~12,台北市北投區立賢里承德路七段211~240號,25.1148484,121.5067626
436,住宅竊盜,1040927,19~21,台北市中山區錦州街91~120號,25.0602074,121.52837360000001
437,住宅竊盜,1040928,10~12,台北市萬華區長泰街59巷1~30號,25.022929,121.50030879999997
438,住宅竊盜,1040929,04~06,台北市松山區三民路151~180號,25.0612289,121.56301699999995
439,住宅竊盜,1040930,10~12,台北市大安區虎嘯里敦化南路二段200巷14弄1~30號,25.0219613,121.54749879999997
440,住宅竊盜,1040930,10~12,台北市內湖區瑞光路258巷31~60號,25.0751589,121.57503539999993
441,住宅竊盜,1040930,10~12,台北市南港區鴻福里玉成街235巷1~30號,25.043234,121.58539960000007
442,住宅竊盜,1040930,22~24,台北市中山區天祥路47巷1~30號,25.0622106,121.52115030000004
443,住宅竊盜,1041001,22~24,台北市士林區三玉里7鄰德行東路219巷1~30號,25.109501,121.53257630000007
444,住宅竊盜,1041002,07~09,台北市中山區民生西路45巷5弄1~30號,25.0584226,121.52093689999992
445,住宅竊盜,1041002,16~18,台北市萬華區大理街160巷22弄1~30號,25.0327284,121.49399289999997
446,住宅竊盜,1041002,19~21,台北市萬華區西園路二段261巷34弄31~60號,25.023777,121.49300700000003
447,住宅竊盜,1041003,07~09,台北市內湖區內湖路二段91~120號,25.079362,121.58220600000004
448,住宅竊盜,1041003,07~09,台北市萬華區西寧南路121~150號,25.044641,121.50659599999994
449,住宅竊盜,1041003,22~24,台北市中山區中山北路二段121~150號,25.0612094,121.52311559999998
450,住宅竊盜,1041005,07~09,台北市松山區八德路四段245巷32弄31~60號,25.0498043,121.56368010000006
451,住宅竊盜,1041005,07~09,台北市松山區民生東路五段137巷4弄1~30號,25.0598436,121.56162790000008
452,住宅竊盜,1041005,22~24,台北市信義區黎平里富陽街87巷1~30號,25.0214541,121.55683969999995
453,住宅竊盜,1041006,01~03,台北市大同區老師里重慶北路三段334巷15弄1~30號,25.076001,121.51283969999997
454,住宅竊盜,1041006,10~12,台北市萬華區西園路二段320巷36弄1~30號,25.0329447,121.49814730000003
455,住宅竊盜,1041007,01~03,台北市中山區龍江路370巷31~60號,25.0665249,121.53928500000006
456,住宅竊盜,1041007,13~15,台北市文山區景行里景興路241~270號,24.9898658,121.54250630000001
457,住宅竊盜,1041007,13~15,台北市北投區清江里大興街24巷2弄1~30號,25.1295689,121.49856640000007
458,住宅竊盜,1041007,13~15,台北市信義區惠安里吳興街506巷1~30號,25.0232061,121.56836520000002
459,住宅竊盜,1041009,19~21,台北市萬華區成都路91~120號,25.043183,121.50466099999994
460,住宅竊盜,1041011,16~18,台北市信義區雅祥里松信路31~60號,25.0482654,121.57220030000008
461,住宅竊盜,1041011,22~24,台北市內湖區內湖路一段91巷151~180號,25.082772,121.5642957
462,住宅竊盜,1041013,07~09,台北市文山區樟腳里9鄰恆光街30巷1~30號,24.9819666,121.56679680000002
463,住宅竊盜,1041013,07~09,台北市松山區撫遠街403巷1~30號,25.0661923,121.5664749
464,住宅竊盜,1041013,13~15,台北市信義區五全里永吉路200巷41弄1~30號,25.044321,121.57282899999996
465,住宅竊盜,1041016,10~12,台北市士林區天玉里天母西路31~60號,25.1185796,121.52775659999998
466,住宅竊盜,1041018,04~06,台北市中正區忠勤里汀州路一段92巷1~30號,25.0301894,121.50726250000002
467,住宅竊盜,1041018,07~09,台北市萬華區富福里大理街1~30號,25.0345587,121.50160210000001
468,住宅竊盜,1041019,01~03,台北市萬華區昆明路121~150號,25.041789,121.50471800000003
469,住宅竊盜,1041019,13~15,台北市中正區河堤里汀州路二段151~180號,25.0232298,121.52269899999999
470,住宅竊盜,1041020,01~03,台北市大同區南芳里安西街91巷1~30號,25.0625267,121.51004239999997
471,住宅竊盜,1041020,07~09,台北市大同區延平里安西街91巷1~30號,25.0625267,121.51004239999997
472,住宅竊盜,1041020,07~09,台北市萬華區中華路二段416巷61~90號,25.027083,121.50415010000006
473,住宅竊盜,1041020,13~15,台北市大安區復興南路126巷1~30號,25.0350808,121.54552339999998
474,住宅竊盜,1041021,07~09,台北市信義區三犁里03鄰松仁路253巷01弄1~30號,25.0268129,121.56854299999998
475,住宅竊盜,1041021,19~21,台北市士林區福中里福港街121~150號,25.088211,121.518148
476,住宅竊盜,1041021,22~24,台北市中正區水源里羅斯福路四段40巷1~30號,25.0154208,121.53335859999993
477,住宅竊盜,1041023,07~09,台北市松山區南京東路五段291巷5弄1~30號,25.0518185,121.55736739999998
478,住宅竊盜,1041023,13~15,台北市北投區振華里懷德街98巷1~30號,25.1148421,121.5202286
479,住宅竊盜,1041024,07~09,台北市中正區南門里博愛路230巷1~30號,25.0335506,121.50998030000005
480,住宅竊盜,1041026,10~12,台北市南港區聯成里忠孝東路六段278巷22弄1~30號,25.0485255,121.58939429999998
481,住宅竊盜,1041026,19~21,台北市中山區吉林路161巷1~30號,25.0668125,121.53052819999994
482,住宅竊盜,1041026,19~21,台北市中山區吉林路161巷1~30號,25.0668125,121.53052819999994
483,住宅竊盜,1041027,10~12,台北市士林區聖山里忠誠路一段171巷10弄1~30號,25.1066735,121.53102480000007
484,住宅竊盜,1041027,22~24,台北市士林區福佳里文林路495巷1~30號,25.0866246,121.5256958
485,住宅竊盜,1041029,07~09,台北市松山區民生東路五段69巷1弄31~60號,25.0589659,121.55721070000004
486,住宅竊盜,1041030,10~12,台北市內湖區民權東路六段481~510號,25.0726552,121.6051443
487,住宅竊盜,1041030,19~21,台北市中山區遼寧街185巷7弄1~30號,25.053707,121.54293000000007
488,住宅竊盜,1041030,19~21,台北市信義區松友里虎林街241~270號,25.037196,121.577404
489,住宅竊盜,1041031,19~21,台北市中山區龍江路356巷1~30號,25.0470691,121.54052300000001
490,住宅竊盜,1041101,07~09,台北市信義區和平東路三段631巷1~30號,25.024053,121.55352199999993
491,住宅竊盜,1041103,22~24,台北市中山區堤頂大道二段451~480號,25.0811124,121.56241899999998
492,住宅竊盜,1041103,22~24,台北市南港區東明里東明街61~90號,25.054559,121.60184600000002
493,住宅竊盜,1041104,10~12,台北市士林區平等里平菁街43巷16弄1~30號,25.1352243,121.5763766
494,住宅竊盜,1041105,10~12,台北市北投區承德路七段232巷1~30號,25.11037,121.51076899999998
495,住宅竊盜,1041107,04~06,台北市信義區興隆里逸仙路32巷1~30號,25.0399443,121.56206780000002
496,住宅竊盜,1041109,16~18,台北市中山區雙城街32巷1~30號,25.066245,121.52394470000002
497,住宅竊盜,1041109,16~18,台北市內湖區樂康里24鄰安泰街1~30號,25.0734045,121.61833750000005
498,住宅竊盜,1041109,22~24,台北市士林區明勝里承德路四段33巷1~30號,25.0804191,121.52354509999998
499,住宅竊盜,1041109,22~24,台北市南港區重陽路125巷1~30號,25.037196,121.577404
500,住宅竊盜,1041111,10~12,台北市中山區南京東路三段48巷31~60號,25.0470691,121.54052300000001
501,住宅竊盜,1041111,13~15,台北市文山區興豐里5鄰興隆路一段241~270號,25.024053,121.55352199999993
502,住宅竊盜,1041112,19~21,台北市士林區天山里中山北路七段14巷31~60號,25.0811124,121.56241899999998
503,住宅竊盜,1041112,19~21,台北市大同區保安里庫倫街31~60號,25.054559,121.60184600000002
504,住宅竊盜,1041113,10~12,台北市內湖區康寧路三段165巷25弄1~30號,25.1352243,121.5763766
505,住宅竊盜,1041114,22~24,台北市大安區延吉街241巷1~30號,25.11037,121.51076899999998
506,住宅竊盜,1041115,16~18,台北市文山區萬芳里028鄰萬美街1段19巷1 ~ 30號,25.0399443,121.56206780000002
507,住宅竊盜,1041115,19~21,台北市中山區中山北路二段93巷1~30號,25.066245,121.52394470000002
508,住宅竊盜,1041116,01~03,台北市松山區南京東路五段251巷46弄1~30號,25.0734045,121.61833750000005
509,住宅竊盜,1041116,07~09,台北市大安區龍泉里雲和街91~120號,25.0804191,121.52354509999998
510,住宅竊盜,1041116,13~15,台北市內湖區新明路298巷1~30號,25.0562766,121.5819563
511,住宅竊盜,1041116,13~15,台北市萬華區青年路31~60號,25.0256221,121.50507429999993
512,住宅竊盜,1041117,01~03,台北市中正區龍興里南海路61~90號,25.0285645,121.50832279999997
513,住宅竊盜,1041117,10~12,台北市南港區合成里忠孝東路六段271~300號,25.0496424,121.58979699999998
514,住宅竊盜,1041117,19~21,台北市信義區泰和里吳興街583巷20弄1~30號,25.0227279,121.56978700000002
515,住宅竊盜,1041118,13~15,台北市中山區錦州街241巷1弄1~30號,25.0607777,121.53381009999998
516,住宅竊盜,1041118,22~24,台北市中山區中山北路四段1~30號,25.080659,121.52650900000003
517,住宅竊盜,1041121,10~12,台北市中山區新生北路二段141巷1~30號,25.0616017,121.52815099999998
518,住宅竊盜,1041122,04~06,台北市大安區敦安里9鄰安和路一段102巷1~30號,25.0344278,121.55229659999998
519,住宅竊盜,1041122,19~21,台北市文山區興得里15鄰興隆路三段112巷4弄1~30號,25.000434,121.55522300000007
520,住宅竊盜,1041123,07~09,台北市內湖區麗山街393巷1~30號,25.0817484,121.57263360000002
521,住宅竊盜,1041123,13~15,台北市松山區民生東路五段69巷1弄31~60號,25.0589659,121.55721070000004
522,住宅竊盜,1041124,07~09,台北市士林區東山里德行東路393巷1~30號,25.110975,121.54035099999999
523,住宅竊盜,1041125,01~03,台北市內湖區五分里8鄰東湖路106巷7弄1~30號,25.0680598,121.61350570000002
524,住宅竊盜,1041125,22~24,台北市中正區忠勤里南海路93巷1~30號,25.0288208,121.50823450000007
525,住宅竊盜,1041126,16~18,台北市中正區三愛里臨沂街69巷7弄1~30號,25.0358692,121.52858850000007
526,住宅竊盜,1041128,10~12,台北市內湖區民權東路六段180巷55弄1~30號,25.0661671,121.57752890000006
