"long","lat","district"
121.5478463,25.0318503,"大安區住安里"
121.5440218,25.0382984,"大安區仁愛里"
121.5085158,25.0236573,"萬華區騰雲里"
121.5013501,25.1262794,"北投區清江里"
121.5575652,25.0564796,"松山區介壽里"
121.6178521,25.0554052,"南港區三重里"
121.6070777,25.0728127,"內湖區金湖里"
121.498633,25.131841,"北投區中央里"
121.6070777,25.0728127,"內湖區金湖里"
121.5633312,25.061144,"松山區富錦里"
121.500814,25.042786,"萬華區菜園里"
121.603242,25.0551019,"南港區東明里"
121.603242,25.0551019,"南港區東明里"
121.603242,25.0551019,"南港區東明里"
121.603242,25.0551019,"南港區東明里"
121.603242,25.0551019,"南港區東明里"
121.5006447,25.0327132,"萬華區頂碩里"
121.498633,25.131841,"北投區中央里"
121.5255064,25.0445321,"中正區梅花里"
121.5849962,25.0382612,"信義區中行里"
121.5659472,25.0630373,"松山區新益里"
121.5440218,25.0382984,"大安區仁愛里"
121.496799,25.030491,"萬華區雙園里"
121.581816,25.0439499,"信義區大道里"
121.568053,25.035706,"信義區西村里"
121.611504,25.067247,"內湖區五分里"
121.575526,25.0802328,"內湖區港都里"
121.4678015,25.1265373,"北投區一德里"
121.6053326,25.0543068,"南港區東明里"
121.6062046,25.0542865,"南港區南港里"
121.5062194,25.1208763,"北投區東華里"
121.5156318,25.1107991,"北投區石牌里"
121.5640334,25.0546655,"松山區自強里"
121.5172895,25.0464924,"中正區黎明里"
121.5199046,25.0335951,"中正區東門里"
121.5865538,25.0446815,"南港區鴻福里"
121.4942961,25.0271608,"萬華區忠德里"
121.5650821,25.0409614,"信義區興雅里"
121.4948481,25.0252155,"萬華區忠德里"
121.4859133,25.1383699,"北投區桃源里"
121.5492489,25.0006761,"文山區興邦里"
121.5485602,25.0333505,"大安區德安里"
121.551568,25.0375068,"大安區敦煌里"
121.4934782,25.0264692,"萬華區錦德里"
121.46677,25.1242089,"北投區一德里"
121.533545,25.0636359,"中山區行政里"
121.544604,25.0528006,"松山區中正里"
121.5151271,25.0559146,"大同區星明里"
121.468816,25.118642,"北投區關渡里"
121.5138922,25.1120478,"北投區榮光里"
121.5759586,25.0432781,"信義區長春里"
121.5256097,25.0836293,"士林區福林里"
121.570354,25.032765,"信義區安康里"
121.5378232,24.9945343,"文山區景慶里"
121.5006506,25.1402164,"北投區開明里"
121.5578,25.05189,"松山區東光里"
121.5529221,25.0370522,"大安區敦煌里"
121.559772,24.994676,"文山區興家里"
121.526267,25.022693,"大安區古莊里"
121.5782777,25.0743126,"內湖區瑞光里"
121.5077373,25.0456572,"萬華區福星里"
121.5747779,25.0381194,"信義區安康里"
121.5145635,25.1149781,"北投區吉利里"
121.5296774,25.0203674,"大安區古風里"
121.520118,25.071353,"中山區圓山里"
121.5550507,25.0223056,"信義區黎平里"
121.5589678,25.0315728,"信義區景聯里"
121.5645888,24.9824267,"文山區樟腳里"
121.615939,25.053385,"南港區新富里"
121.5572767,25.0356774,"大安區光信里"
121.5424725,24.9971944,"文山區景華里"
121.5389115,25.0603321,"中山區江寧里"
121.5475148,25.0519952,"松山區中正里"
121.553446,25.0270564,"大安區法治里"
121.6004967,25.052979,"南港區東明里"
121.5932908,25.0504707,"南港區合成里"
121.526585,25.0246043,"大安區古莊里"
121.531087,25.026505,"大安區龍安里"
121.5338507,25.0169587,"大安區學府里"
121.5569302,25.0446729,"大安區華聲里"
121.5013501,25.1262794,"北投區清江里"
121.5746133,25.0509387,"松山區慈祐里"
121.53299,25.0316869,"大安區福住里"
121.616586,25.053728,"南港區新富里"
121.5256097,25.0836293,"士林區福林里"
121.575354,25.040697,"信義區廣居里"
121.559243,25.0179649,"大安區黎和里"
121.526585,25.0246043,"大安區古莊里"
121.5502533,25.03548,"大安區敦安里"
121.5111959,25.0391867,"中正區建國里"
121.546894,25.079476,"中山區永安里"
121.5339266,25.0142965,"中正區水源里"
121.53136,25.015872,"中正區文盛里"
121.6017373,25.0559083,"南港區東新里"
121.4903886,25.0277865,"萬華區和德里"
121.5267202,25.0240919,"大安區古莊里"
121.5558025,25.0817744,"中山區成功里"
121.573841,25.067763,"內湖區湖元里"
121.511392,25.0620649,"大同區南芳里"
121.5285658,25.026164,"大安區龍泉里"
121.5145635,25.1149781,"北投區吉利里"
121.5522122,25.0350979,"大安區敦安里"
121.5410709,25.0026795,"文山區萬祥里"
121.5099659,25.0719687,"大同區鄰江里"
121.5382778,25.0421106,"大安區昌隆里"
121.5514028,25.0018526,"文山區興邦里"
121.512257,25.111842,"北投區福興里"
121.5177198,25.0532054,"大同區建泰里"
121.49555,25.026999,"萬華區忠德里"
121.529585,25.0310459,"大安區福住里"
121.5248968,25.0650101,"中山區晴光里"
121.5241428,25.0917765,"士林區福德里"
121.5523088,24.9994825,"文山區興業里"
121.5416945,25.0169001,"大安區學府里"
121.5463487,24.9948568,"文山區景東里"
121.5137168,25.0582066,"大同區雙連里"
121.537899,25.024681,"大安區龍門里"
121.590903,25.0494916,"南港區聯成里"
121.5757758,25.045661,"信義區四育里"
121.5471942,25.0342725,"大安區德安里"
121.534133,25.028465,"大安區龍安里"
121.5714702,25.0240727,"信義區六合里"
121.5657183,25.0649522,"松山區莊敬里"
121.5161927,25.0487351,"大同區建明里"
121.5584562,24.9832325,"文山區樟文里"
121.5605426,24.9816598,"文山區樟樹里"
121.5288078,25.1104443,"士林區蘭雅里"
121.51604,25.041256,"中正區黎明里"
121.5257614,25.0841405,"士林區福林里"
121.576507,25.0347799,"信義區松友里"
121.5022132,25.0226568,"萬華區忠貞里"
121.5492489,25.0006761,"文山區興邦里"
121.5009376,25.0402787,"萬華區菜園里"
121.535552,25.0310609,"大安區龍門里"
121.5260183,25.0353459,"中正區文祥里"
121.5160497,25.0632657,"大同區蓬萊里"
121.5746617,25.0361376,"信義區安康里"
121.5257614,25.0841405,"士林區福林里"
121.5424282,25.033308,"大安區龍圖里"
121.5196742,25.0356791,"中正區東門里"
121.522039,25.064559,"中山區集英里"
121.5587262,25.0851795,"內湖區西康里"
121.5256097,25.0836293,"士林區福林里"
121.513572,25.044166,"中正區黎明里"
121.57469,24.9877767,"文山區萬興里"
121.56453,24.988599,"文山區木柵里"
121.5556772,25.0585411,"松山區東榮里"
121.5123539,25.1167925,"北投區吉利里"
121.5198723,25.0525979,"大同區建泰里"
121.5513314,25.0213811,"大安區芳和里"
121.531615,25.1581079,"北投區泉源里"
121.5338507,25.0169587,"大安區學府里"
121.5061312,25.1197303,"北投區立農里"
121.577617,25.040586,"信義區廣居里"
121.5240873,25.0439604,"中正區幸福里"
121.5241816,25.0347679,"大安區光明里"
121.526634,25.028457,"大安區錦安里"
121.4671994,25.1220973,"北投區關渡里"
121.5060539,25.0895712,"士林區社園里"
121.617992,25.072837,"內湖區樂康里"
121.565559,25.034667,"信義區西村里"
121.559671,24.988851,"文山區明義里"
121.5124629,25.1112364,"北投區福興里"
121.5124629,25.1112364,"北投區福興里"
121.5669249,25.0536485,"松山區安平里"
121.5280576,25.0646869,"中山區新福里"
121.5203401,25.1080486,"北投區榮華里"
121.5192914,25.0382335,"中正區東門里"
121.6174355,25.036402,"南港區九如里"
121.5453899,24.9950752,"文山區景東里"
121.5499264,25.0376643,"大安區敦安里"
121.5285658,25.026164,"大安區龍泉里"
121.5334002,25.0611915,"中山區松江里"
121.5790779,25.0671158,"內湖區湖元里"
121.582655,25.045578,"南港區合成里"
121.5932518,25.0505117,"南港區合成里"
121.5536534,25.0232043,"大安區芳和里"
121.5932518,25.0505117,"南港區合成里"
121.568629,25.042688,"信義區興雅里"
121.5642112,25.0396333,"信義區興雅里"
121.5175293,25.1111719,"北投區石牌里"
121.510919,25.050352,"大同區玉泉里"
121.5632617,25.0514855,"松山區東光里"
121.5333586,25.0154208,"中正區水源里"
121.5547905,24.9823677,"文山區樟文里"
121.5311351,25.0336978,"中正區三愛里"
121.5652442,25.041234,"信義區興雅里"
121.5210928,25.0605813,"中山區集英里"
121.5338507,25.0169587,"大安區學府里"
121.582522,25.045054,"南港區合成里"
121.523262,25.059308,"中山區聚盛里"
121.53832,25.029612,"大安區新龍里"
121.507797,25.025723,"萬華區凌霄里"
121.5366,25.0004769,"文山區萬隆里"
121.5130393,25.1094138,"北投區文林里"
121.5130393,25.1094138,"北投區文林里"
121.5652586,25.0620789,"松山區新益里"
121.4987076,25.1291009,"北投區中央里"
121.555592,25.084853,"中山區北安里"
121.5164841,25.1104383,"北投區石牌里"
121.5122563,25.0679293,"大同區國慶里"
121.5122563,25.0679293,"大同區國慶里"
121.5567073,25.0047384,"文山區興泰里"
121.6062069,25.051808,"南港區中南里"
121.536263,25.0453869,"中山區埤頭里"
121.5179332,25.1189903,"北投區東華里"
121.5173278,25.0343668,"中正區新營里"
121.5897889,25.0394055,"南港區成福里"
121.528002,25.0246619,"大安區古莊里"
121.525077,25.084873,"士林區義信里"
121.525077,25.084873,"士林區義信里"
121.545739,24.998071,"文山區興福里"
121.5309472,25.0681243,"中山區新喜里"
