"long","lat","density"
121.436890939,25.2304252049999,NA
121.441390939,25.2304252049999,NA
121.445890939,25.2304252049999,NA
121.450390939,25.2304252049999,NA
121.454890939,25.2304252049999,NA
121.459390939,25.2304252049999,NA
121.463890939,25.2304252049999,NA
121.468390939,25.2304252049999,NA
121.472890939,25.2304252049999,NA
121.477390939,25.2304252049999,NA
121.481890939,25.2304252049999,NA
121.486390939,25.2304252049999,NA
121.490890939,25.2304252049999,NA
121.495390939,25.2304252049999,NA
121.499890939,25.2304252049999,NA
121.504390939,25.2304252049999,NA
121.508890939,25.2304252049999,NA
121.513390939,25.2304252049999,NA
121.517890939,25.2304252049999,NA
121.522390939,25.2304252049999,NA
121.526890939,25.2304252049999,NA
121.531390939,25.2304252049999,NA
121.535890939,25.2304252049999,NA
121.540390939,25.2304252049999,NA
121.544890939,25.2304252049999,NA
121.549390939,25.2304252049999,NA
121.553890939,25.2304252049999,NA
121.558390939,25.2304252049999,NA
121.562890939,25.2304252049999,NA
121.567390939,25.2304252049999,NA
121.571890939,25.2304252049999,NA
121.576390939,25.2304252049999,NA
121.580890939,25.2304252049999,NA
121.585390939,25.2304252049999,NA
121.589890939,25.2304252049999,NA
121.594390939,25.2304252049999,NA
121.598890939,25.2304252049999,NA
121.603390939,25.2304252049999,NA
121.607890939,25.2304252049999,NA
121.612390939,25.2304252049999,NA
121.616890939,25.2304252049999,NA
121.621390939,25.2304252049999,NA
121.625890939,25.2304252049999,NA
121.630390939,25.2304252049999,NA
121.634890939,25.2304252049999,NA
121.639390939,25.2304252049999,NA
121.643890939,25.2304252049999,NA
121.648390939,25.2304252049999,NA
121.652890939,25.2304252049999,NA
121.657390939,25.2304252049999,NA
121.661890939,25.2304252049999,NA
121.666390939,25.2304252049999,NA
121.670890939,25.2304252049999,NA
121.675390939,25.2304252049999,NA
121.679890939,25.2304252049999,NA
121.684390939,25.2304252049999,NA
121.436890939,25.2259252049999,NA
121.441390939,25.2259252049999,NA
121.445890939,25.2259252049999,NA
121.450390939,25.2259252049999,NA
121.454890939,25.2259252049999,NA
121.459390939,25.2259252049999,NA
121.463890939,25.2259252049999,NA
121.468390939,25.2259252049999,NA
121.472890939,25.2259252049999,NA
121.477390939,25.2259252049999,NA
121.481890939,25.2259252049999,NA
121.486390939,25.2259252049999,NA
121.490890939,25.2259252049999,NA
121.495390939,25.2259252049999,NA
121.499890939,25.2259252049999,NA
121.504390939,25.2259252049999,NA
121.508890939,25.2259252049999,NA
121.513390939,25.2259252049999,NA
121.517890939,25.2259252049999,NA
121.522390939,25.2259252049999,NA
121.526890939,25.2259252049999,NA
121.531390939,25.2259252049999,NA
121.535890939,25.2259252049999,NA
121.540390939,25.2259252049999,NA
121.544890939,25.2259252049999,NA
121.549390939,25.2259252049999,NA
121.553890939,25.2259252049999,NA
121.558390939,25.2259252049999,NA
121.562890939,25.2259252049999,NA
121.567390939,25.2259252049999,NA
121.571890939,25.2259252049999,NA
121.576390939,25.2259252049999,NA
121.580890939,25.2259252049999,NA
121.585390939,25.2259252049999,NA
121.589890939,25.2259252049999,NA
121.594390939,25.2259252049999,NA
121.598890939,25.2259252049999,NA
121.603390939,25.2259252049999,NA
121.607890939,25.2259252049999,NA
121.612390939,25.2259252049999,NA
121.616890939,25.2259252049999,NA
121.621390939,25.2259252049999,NA
121.625890939,25.2259252049999,NA
121.630390939,25.2259252049999,NA
121.634890939,25.2259252049999,NA
121.639390939,25.2259252049999,NA
121.643890939,25.2259252049999,NA
121.648390939,25.2259252049999,NA
121.652890939,25.2259252049999,NA
121.657390939,25.2259252049999,NA
121.661890939,25.2259252049999,NA
121.666390939,25.2259252049999,NA
121.670890939,25.2259252049999,NA
121.675390939,25.2259252049999,NA
121.679890939,25.2259252049999,NA
121.684390939,25.2259252049999,NA
121.436890939,25.2214252049999,NA
121.441390939,25.2214252049999,NA
121.445890939,25.2214252049999,NA
121.450390939,25.2214252049999,NA
121.454890939,25.2214252049999,NA
