"population.density","police.min.dist","buglary.home"
5.6573910361719,4358.12368129855,"good"
5.6573910361719,4389.51553779996,"good"
5.6573910361719,4422.54347768774,"good"
5.6573910361719,4457.17113064379,"good"
5.6573910361719,4493.36151271788,"good"
2.6105519821837,4531.07717881986,"good"
2.6105519821837,4570.28036745805,"good"
2.6105519821837,4610.93313703524,"good"
2.6105519821837,4652.99749317757,"good"
2.6105519821837,4696.43550675152,"good"
2.6105519821837,4741.2094223806,"good"
2.6105519821837,4178.03360897826,"good"
2.6105519821837,4204.90815315519,"good"
2.6105519821837,4233.55405741621,"good"
2.6105519821837,4263.93562094035,"good"
2.6105519821837,4296.01601996962,"good"
2.6105519821837,4329.75749320766,"good"
2.6105519821837,4365.12152155889,"good"
2.6105519821837,4402.06900079619,"good"
2.6105519821837,4440.56040600332,"good"
5.6573910361719,4480.55594683764,"good"
5.6573910361719,4522.01571291921,"good"
5.6573910361719,4564.8998088442,"good"
5.6573910361719,4609.16847852382,"good"
5.6573910361719,4654.78221872574,"good"
5.6573910361719,4701.7018818533,"good"
5.6573910361719,4082.14888555162,"good"
5.6573910361719,4109.65070623615,"good"
5.6573910361719,4138.95615996091,"good"
5.6573910361719,4170.02722104216,"good"
5.6573910361719,4202.82473078746,"good"
5.6573910361719,4237.30860034104,"good"
5.6573910361719,4273.43800641182,"good"
5.6573910361719,4311.17157835897,"good"
5.6573910361719,4350.46757541458,"good"
5.6573910361719,4391.28405306239,"good"
5.6573910361719,4433.5790178899,"good"
5.6573910361719,4477.31057045382,"good"
5.6573910361719,4522.43703592814,"good"
5.6573910361719,4568.91708250066,"good"
5.6573910361719,4616.70982765723,"good"
5.6573910361719,3986.47579908079,"good"
5.6573910361719,4014.63327899506,"good"
5.6573910361719,4044.62746341398,"good"
5.6573910361719,4076.41780925483,"good"
5.6573910361719,4109.96263708385,"good"
5.6573910361719,4145.21935313876,"good"
5.6573910361719,4182.14466247146,"good"
5.6573910361719,4220.69477157509,"good"
5.6573910361719,4260.82557921802,"good"
5.6573910361719,4302.49285449435,"good"
5.6573910361719,4345.65240144153,"good"
2.6105519821837,4390.26020983276,"good"
2.6105519821837,4436.27259200966,"good"
2.6105519821837,4483.64630583887,"good"
2.6105519821837,4532.33866406447,"good"
2.6105519821837,3919.87332564695,"good"
2.6105519821837,3950.58725106074,"good"
2.6105519821837,3983.12846562368,"good"
2.6105519821837,4017.45256665974,"good"
2.6105519821837,4053.51426336819,"good"
2.6105519821837,4091.26760889124,"good"
2.6105519821837,4130.66621963453,"good"
2.6105519821837,4171.66348052247,"good"
2.6105519821837,4214.21273521313,"good"
2.6105519821837,4258.26746068596,"good"
2.6105519821837,4303.78142591154,"good"
2.6105519821837,4350.70883460018,"good"
5.6573910361719,4399.00445226639,"good"
5.6573910361719,4448.62371804911,"good"
5.6573910361719,3825.38998014374,"good"
5.6573910361719,3856.85662494818,"good"
5.6573910361719,3890.18221660539,"good"
5.6573910361719,3925.31940854894,"good"
5.6573910361719,3962.22000494785,"good"
5.6573910361719,4000.83521328018,"good"
5.6573910361719,4041.11588150363,"good"
5.6573910361719,4083.01271849081,"good"
5.6573910361719,4126.47649680183,"good"
5.6573910361719,4171.45823731048,"good"
5.6573910361719,4217.9093755371,"good"
5.6573910361719,4265.78190986078,"good"
5.6573910361719,4315.02853204499,"good"
5.6573910361719,4365.60274072644,"good"
5.6573910361719,4417.45893867487,"good"
5.6573910361719,3731.20425573315,"good"
5.6573910361719,3763.45871629826,"good"
5.6573910361719,3797.6042539729,"good"
5.6573910361719,3833.59033798931,"good"
5.6573910361719,3871.36564256912,"good"
5.6573910361719,3910.8783216316,"good"
5.6573910361719,3952.07626494278,"good"
5.6573910361719,3994.90733439546,"good"
5.6573910361719,4039.31957958771,"good"
5.6573910361719,4085.26143237004,"good"
5.6573910361719,4132.68188041353,"good"
5.6573910361719,4181.53062020212,"good"
5.6573910361719,4231.75819013336,"good"
5.6573910361719,4283.31608463706,"good"
5.6573910361719,4336.15685037948,"good"
5.6573910361719,4390.23416577062,"good"
5.6573910361719,4445.50290501645,"good"
5.6573910361719,4501.91918804649,"good"
5.6573910361719,3502.59219106243,"good"
5.6573910361719,3606.23616198237,"good"
2.6105519821837,3637.33927240498,"good"
2.6105519821837,3670.41892430246,"good"
2.6105519821837,3705.42218213695,"good"
2.6105519821837,3742.29506941301,"good"
2.6105519821837,3780.98288754477,"good"
2.6105519821837,3821.43051434001,"good"
2.6105519821837,3863.58268018033,"good"
2.6105519821837,3907.38422066244,"good"
2.6105519821837,3952.78030502467,"good"
2.6105519821837,3999.71664025101,"good"
2.6105519821837,4048.13965117248,"good"
2.6105519821837,4097.99663726748,"good"
2.6105519821837,4149.23590715987,"good"
2.6105519821837,4201.80689204256,"good"
2.6105519821837,4255.66023940654,"good"
2.6105519821837,4310.74788859252,"good"
2.6105519821837,4367.02312968602,"good"
2.6105519821837,4424.44064734371,"good"
2.6105519821837,4482.95655109003,"good"
5.6573910361719,4542.52839357569,"good"
5.6573910361719,3384.29828622615,"good"
5.6573910361719,3405.37396188297,"good"
5.6573910361719,3428.71830901885,"good"
5.6573910361719,3454.28533232897,"good"
5.6573910361719,3482.02607168278,"good"
5.6573910361719,3511.88901629934,"good"
5.6573910361719,3543.82051660488,"good"
5.6573910361719,3577.76518754177,"good"
5.6573910361719,3613.66629790597,"good"
5.6573910361719,3651.4661411829,"good"
5.6573910361719,3691.10638425995,"good"
5.6573910361719,3732.52839128862,"good"
5.6573910361719,3775.67352080755,"good"
5.6573910361719,3820.48339503962,"good"
5.6573910361719,3866.90014092671,"good"
5.6573910361719,3914.86660310258,"good"
5.6573910361719,3964.32652947806,"good"
5.6573910361719,4015.22473052113,"good"
5.6573910361719,4067.50721362171,"good"
5.6573910361719,4121.12129415596,"good"
5.6573910361719,4176.01568500254,"good"
5.6573910361719,4232.14056637787,"good"
5.6573910361719,4289.44763783244,"good"
5.6573910361719,4347.89015428643,"good"
5.6573910361719,4407.42294790021,"good"
5.6573910361719,4468.00243749518,"good"
5.6573910361719,3267.30949095034,"good"
5.6573910361719,3286.63485700353,"good"
5.6573910361719,3308.33291410745,"good"
5.6573910361719,3332.35731450515,"good"
5.6573910361719,3358.65813773546,"good"
5.6573910361719,3387.18235624697,"good"
5.6573910361719,3417.87430377633,"good"
5.6573910361719,3450.67613838197,"good"
5.6573910361719,3485.52829298703,"good"
5.6573910361719,3522.36990732759,"good"
5.6573910361719,3561.13923632434,"good"
5.6573910361719,3601.77403101946,"good"
5.6573910361719,3644.21188930546,"good"
5.6573910361719,3688.3905746741,"good"
2.6105519821837,3734.24830214713,"good"
2.6105519821837,3781.72399129973,"good"
2.6105519821837,3830.75748699634,"good"
2.6105519821837,3881.28974897413,"good"
2.6105519821837,3933.26301183815,"good"
2.6105519821837,3986.62091733934,"good"
2.6105519821837,4041.30862101695,"good"
2.6105519821837,4097.27287539708,"good"
2.6105519821837,4154.46209202054,"good"
2.6105519821837,4212.82638450695,"good"
2.6105519821837,4272.31759485755,"good"
2.6105519821837,4332.88930507378,"good"
2.6105519821837,4394.49683604676,"good"
2.6105519821837,3136.8590725139,"good"
2.6105519821837,3151.77119725397,"good"
2.6105519821837,3169.20798528777,"good"
2.6105519821837,3189.12802554652,"good"
2.6105519821837,3211.48510938127,"good"
2.6105519821837,3236.22872914746,"good"
2.6105519821837,3263.30459842009,"good"
2.6105519821837,3292.65518265894,"good"
2.6105519821837,3324.22022989132,"good"
5.6573910361719,3357.93729197615,"good"
5.6573910361719,3393.74222827207,"good"
5.6573910361719,3431.56968487406,"good"
5.6573910361719,3471.35354399425,"good"
5.6573910361719,3513.02733944799,"good"
5.6573910361719,3556.52463552067,"good"
5.6573910361719,3601.77936767919,"good"
5.6573910361719,3648.72614467368,"good"
5.6573910361719,3697.30051242897,"good"
5.6573910361719,3747.43918090344,"good"
5.6573910361719,3799.08021564389,"good"
5.6573910361719,3852.16319620156,"good"
5.6573910361719,3906.62934386808,"good"
5.6573910361719,3962.42162136925,"good"
5.6573910361719,4019.48480722288,"good"
5.6573910361719,4077.76554749854,"good"
5.6573910361719,4137.21238759686,"good"
5.6573910361719,4197.77578660775,"good"
5.6573910361719,4259.4081166278,"good"
5.6573910361719,4322.06364924505,"good"
5.6573910361719,4385.69853124869,"good"
5.6573910361719,4450.27075138492,"good"
5.6573910361719,4717.15483336178,"good"
5.6573910361719,5139.52640825341,"good"
5.6573910361719,3025.09333574258,"good"
5.6573910361719,3037.84897010014,"good"
5.6573910361719,3053.24481444475,"good"
5.6573910361719,3071.24116365493,"good"
5.6573910361719,3091.79260790892,"good"
5.6573910361719,3114.84857286888,"good"
5.6573910361719,3140.35389567344,"good"
5.6573910361719,3168.24942276053,"good"
5.6573910361719,3198.47261613082,"good"
5.6573910361719,3230.95815572044,"good"
5.6573910361719,3265.6385269111,"good"
5.6573910361719,3302.44458385266,"good"
5.6573910361719,3341.30608099896,"good"
5.6573910361719,3382.15216702962,"good"
5.6573910361719,3424.91183703654,"good"
5.6573910361719,3469.51434043818,"good"
5.6573910361719,3515.88954348847,"good"
5.6573910361719,3563.96824648917,"good"
5.6573910361719,3613.6824567753,"good"
5.6573910361719,3664.9656193835,"good"
5.6573910361719,3717.75280788529,"good"
5.6573910361719,3771.98087829403,"good"
2.6105519821837,3827.58858921324,"good"
2.6105519821837,3884.51669152182,"good"
2.6105519821837,3942.7079908966,"good"
2.6105519821837,4002.10738643683,"good"
2.6105519821837,4062.66188846272,"good"
2.6105519821837,4124.32061843447,"good"
2.6105519821837,4187.03479369272,"good"
2.6105519821837,4250.75769948888,"good"
2.6105519821837,4315.44465056961,"good"
2.6105519821837,4381.05294429478,"good"
2.6105519821837,4447.54180704838,"good"
2.6105519821837,4514.87233554917,"good"
2.6105519821837,4583.0074343469,"good"
2.6105519821837,4651.91175070324,"good"
2.6105519821837,4721.55160783542,"good"
2.6105519821837,4791.89493734785,"good"
2.6105519821837,4862.91121157885,"good"
2.6105519821837,5006.84778496337,"good"
2.6105519821837,5079.71413277393,"good"
2.6105519821837,5153.14539436639,"good"
2.6105519821837,5227.11776183472,"good"
2.6105519821837,2925.73165720502,"good"
2.6105519821837,2938.91867469261,"good"
5.6573910361719,2954.83014757279,"good"
5.6573910361719,2973.42233858636,"good"
5.6573910361719,2994.64531860661,"good"
5.6573910361719,3018.44359611768,"good"
5.6573910361719,3044.75678497837,"good"
5.6573910361719,3073.52029348021,"good"
5.6573910361719,3104.66601862657,"good"
5.6573910361719,3138.12303105019,"good"
5.6573910361719,3173.8182378335,"good"
5.6573910361719,3211.67701265167,"good"
5.6573910361719,3251.62378487561,"good"
5.6573910361719,3293.58258149297,"good"
5.6573910361719,3337.47751779965,"good"
5.6573910361719,3383.23323471461,"good"
5.6573910361719,3430.77528221549,"good"
5.6573910361719,3480.03044980387,"good"
5.6573910361719,3530.92704597053,"good"
5.6573910361719,3583.39512951852,"good"
5.6573910361719,3637.36669617157,"good"
5.6573910361719,3692.7758242861,"good"
5.6573910361719,3749.55878368113,"good"
5.6573910361719,3807.65411164894,"good"
5.6573910361719,3867.00266012551,"good"
5.6573910361719,3927.54761787229,"good"
5.6573910361719,3989.23451123714,"good"
5.6573910361719,4052.01118685148,"good"
5.6573910361719,4115.8277792953,"good"
5.6573910361719,4180.63666645892,"good"
5.6573910361719,4246.39241506362,"good"
5.6573910361719,4313.05171846443,"good"
5.6573910361719,4380.57332859353,"good"
5.6573910361719,4448.9179837133,"good"
5.6573910361719,4518.04833329502,"good"
5.6573910361719,4587.92886122966,"good"
5.6573910361719,4658.52580833685,"good"
5.6573910361719,4729.80709497047,"good"
5.6573910361719,4801.74224441192,"good"
5.6573910361719,4874.30230754319,"good"
5.6573910361719,4947.45978925086,"good"
5.6573910361719,5021.18857687479,"good"
5.6573910361719,5095.46387094827,"good"
5.6573910361719,5170.26211840603,"good"
5.6573910361719,2826.42828619347,"good"
5.6573910361719,2840.07652621688,"good"
2.6105519821837,2856.53874331394,"good"
2.6105519821837,2875.76661237302,"good"
2.6105519821837,2897.70507904499,"good"
2.6105519821837,2922.29309633703,"good"
2.6105519821837,2949.46440157545,"good"
2.6105519821837,2979.14831300936,"good"
2.6105519821837,3011.27052672428,"good"
2.6105519821837,3045.75389662271,"good"
2.6105519821837,3082.51918273341,"good"
2.6105519821837,3121.48575593247,"good"
2.6105519821837,3162.57225000334,"good"
2.6105519821837,3205.69715474086,"good"
2.6105519821837,3250.77934636364,"good"
2.6105519821837,3297.73855376368,"good"
2.6105519821837,3346.49576102934,"good"
2.6105519821837,3396.97354825768,"good"
2.6105519821837,3449.0963738187,"good"
2.6105519821837,3502.79080213937,"good"
2.6105519821837,3557.98568160895,"good"
2.6105519821837,3614.61227752275,"good"
2.6105519821837,3672.60436507744,"good"
2.6105519821837,3731.89828736408,"good"
2.6105519821837,3792.43298310057,"good"
2.6105519821837,3854.14998859828,"good"
5.6573910361719,3916.99341805918,"good"
5.6573910361719,3980.90992598523,"good"
5.6573910361719,4045.84865506249,"good"
5.6573910361719,4111.76117249723,"good"
5.6573910361719,4178.60139744591,"good"
5.6573910361719,4246.325521782,"good"
5.6573910361719,4314.89192613018,"good"
5.6573910361719,4384.26109287134,"good"
5.6573910361719,4454.39551743624,"good"
5.6573910361719,4525.25961907467,"good"
5.6573910361719,4596.81965202801,"good"
5.6573910361719,4669.04361785357,"good"
5.6573910361719,4741.90117953348,"good"
5.6573910361719,4815.36357779616,"good"
5.6573910361719,4889.40355003575,"good"
5.6573910361719,4963.99525207651,"good"
5.6573910361719,5039.11418296318,"good"
5.6573910361719,5114.7371128902,"good"
5.6573910361719,2716.00182307095,"good"
5.6573910361719,2727.18959205644,"good"
5.6573910361719,2741.33205943208,"good"
5.6573910361719,2758.38377860615,"good"
5.6573910361719,2778.29118362919,"good"
5.6573910361719,2800.99338680585,"good"
5.6573910361719,2826.42304437379,"good"
5.6573910361719,2854.50726387873,"good"
5.6573910361719,2885.16852787425,"good"
5.6573910361719,2918.32561066241,"good"
5.6573910361719,2953.89446771019,"good"
5.6573910361719,2991.7890807657,"good"
5.6573910361719,3031.92224539123,"good"
5.6573910361719,3074.2062912703,"good"
5.6573910361719,3118.55372910915,"good"
5.6573910361719,3164.87782106196,"good"
5.6573910361719,3213.09307428369,"good"
5.6573910361719,3263.11565939505,"good"
5.6573910361719,3314.86375737858,"good"
5.6573910361719,3368.25783962171,"good"
5.6573910361719,3423.22088670108,"good"
5.6573910361719,3479.6785519478,"good"
5.6573910361719,3537.55927602249,"good"
5.6573910361719,3596.79435867414,"good"
5.6573910361719,3657.31799363022,"good"
5.6573910361719,3719.06727220038,"good"
5.6573910361719,3781.98216077812,"good"
2.6105519821837,3846.00545688459,"good"
2.6105519821837,3911.08272796121,"good"
2.6105519821837,3977.16223658877,"good"
2.6105519821837,4044.19485533364,"good"
2.6105519821837,4112.13397401022,"good"
2.6105519821837,4180.93540168664,"good"
2.6105519821837,4250.55726539904,"good"
2.6105519821837,4320.95990727507,"good"
2.6105519821837,4392.10578135087,"good"
2.6105519821837,4463.95935121505,"good"
2.6105519821837,4536.48698933906,"good"
2.6105519821837,4609.65687876403,"good"
2.6105519821837,4683.43891769397,"good"
2.6105519821837,4757.80462733746,"good"
2.6105519821837,4832.72706329822,"good"
2.6105519821837,4908.18073067834,"good"
2.6105519821837,4984.14150299552,"good"
2.6105519821837,5060.5865449513,"good"
2.6105519821837,5137.49423904004,"good"
2.6105519821837,2616.41104456874,"good"
2.6105519821837,2628.02290173748,"good"
2.6105519821837,2642.6962240047,"good"
2.6105519821837,2660.38035534068,"good"
2.6105519821837,2681.01571800446,"good"
5.6573910361719,2704.53475993178,"good"
5.6573910361719,2730.86297670789,"good"
5.6573910361719,2759.91997525371,"good"
5.6573910361719,2791.62054807399,"good"
5.6573910361719,2825.87573000117,"good"
5.6573910361719,2862.59381343959,"good"
5.6573910361719,2901.68130269653,"good"
5.6573910361719,2943.04379281512,"good"
5.6573910361719,2986.58676297185,"good"
5.6573910361719,3032.21627879681,"good"
5.6573910361719,3079.83960172286,"good"
5.6573910361719,3129.36570658891,"good"
5.6573910361719,3180.70571117042,"good"
5.6573910361719,3233.77322316002,"good"
5.6573910361719,3288.48461131009,"good"
5.6573910361719,3344.75920823096,"good"
5.6573910361719,3402.51945262296,"good"
5.6573910361719,3461.69097871277,"good"
5.6573910361719,3522.20266039575,"good"
5.6573910361719,3583.98661714354,"good"
5.6573910361719,3646.97818816513,"good"
5.6573910361719,3711.11588072313,"good"
5.6573910361719,3776.3412977977,"good"
5.6573910361719,3842.59904970861,"good"
5.6573910361719,3909.83665365385,"good"
5.6573910361719,3978.00442454511,"good"
5.6573910361719,4047.05536002809,"good"
5.6573910361719,4116.94502204888,"good"
5.6573910361719,4187.63141691697,"good"
5.6573910361719,4259.07487551614,"good"
5.6573910361719,4331.23793486971,"good"
5.6573910361719,4404.08522210086,"good"
5.6573910361719,4477.58334154277,"good"
5.6573910361719,4551.70076555905,"good"
5.6573910361719,4626.40772951369,"good"
5.6573910361719,4701.67613112284,"good"
5.6573910361719,4777.47943438359,"good"
5.6573910361719,4853.79257814296,"good"
5.6573910361719,4930.5918893141,"good"
5.6573910361719,5007.85500068916,"good"
5.6573910361719,5085.56077325759,"good"
5.6573910361719,2516.86763505147,"good"
5.6573910361719,2528.93668566339,"good"
5.6573910361719,2544.18165461043,"good"
2.6105519821837,2562.54586047962,"good"
2.6105519821837,2583.96279893842,"good"
2.6105519821837,2608.35727410243,"good"
2.6105519821837,2635.64661065396,"good"
2.6105519821837,2665.74190554097,"good"
2.6105519821837,2698.54928090589,"good"
2.6105519821837,2733.97110441851,"good"
2.6105519821837,2771.90714886092,"good"
2.6105519821837,2812.25566899619,"good"
2.6105519821837,2854.91438005942,"good"
2.6105519821837,2899.78132811803,"good"
2.6105519821837,2946.75564784146,"good"
2.6105519821837,2995.73820768911,"good"
2.6105519821837,3046.63214610272,"good"
2.6105519821837,3099.34330496457,"good"
2.6105519821837,3153.78056847477,"good"
2.6105519821837,3209.85611668689,"good"
2.6105519821837,3267.4856035249,"good"
2.6105519821837,3326.58826912845,"good"
2.6105519821837,3387.08699607738,"good"
2.6105519821837,3448.9083184835,"good"
2.6105519821837,3511.98239221403,"good"
2.6105519821837,3576.24293368085,"good"
2.6105519821837,3641.62713381518,"good"
5.6573910361719,3708.07555293991,"good"
5.6573910361719,3775.53200150592,"good"
5.6573910361719,3843.94341087189,"good"
5.6573910361719,3913.25969762145,"good"
5.6573910361719,3983.43362433698,"good"
5.6573910361719,4054.42065915945,"good"
5.6573910361719,4126.17883600753,"good"
5.6573910361719,4198.668617,"good"
5.6573910361719,4271.85275815832,"good"
5.6573910361719,4345.69617929061,"good"
5.6573910361719,4420.1658386671,"good"
5.6573910361719,4495.23061290237,"good"
5.6573910361719,4570.86118234346,"good"
5.6573910361719,4647.02992206074,"good"
5.6573910361719,4723.71079851045,"good"
5.6573910361719,4800.87927181377,"good"
5.6573910361719,4878.51220355098,"good"
5.6573910361719,4956.58776992043,"good"
5.6573910361719,5035.08538008106,"good"
5.6573910361719,2417.37744624525,"good"
5.6573910361719,2429.94078840182,"good"
5.6573910361719,2445.80300472839,"good"
5.6573910361719,2464.90040894537,"good"
5.6573910361719,2487.15847894127,"good"
5.6573910361719,2512.49321551064,"good"
5.6573910361719,2540.81258692296,"good"
5.6573910361719,2572.01800751869,"good"
5.6573910361719,2606.00580302268,"good"
5.6573910361719,2642.66862186897,"good"
5.6573910361719,2681.89675973281,"good"
5.6573910361719,2723.57937280008,"good"
5.6573910361719,2767.60556352075,"good"
5.6573910361719,2813.86533006137,"good"
5.6573910361719,2862.25037713362,"good"
5.6573910361719,2912.6547911243,"good"
5.6573910361719,2964.97558645777,"good"
5.6573910361719,3019.11313293562,"good"
5.6573910361719,3074.97147560337,"good"
5.6573910361719,3132.45855953525,"good"
5.6573910361719,3191.48637216927,"good"
5.6573910361719,3251.97101545621,"good"
5.6573910361719,3313.83271938455,"good"
2.6105519821837,3376.99580749117,"good"
2.6105519821837,3441.38862388557,"good"
2.6105519821837,3506.94343016929,"good"
2.6105519821837,3573.59627954814,"good"
2.6105519821837,3641.28687430229,"good"
2.6105519821837,3709.95841185361,"good"
2.6105519821837,3779.55742373949,"good"
2.6105519821837,3850.03361100864,"good"
2.6105519821837,3921.33967889977,"good"
2.6105519821837,3993.43117301649,"good"
2.6105519821837,4066.2663187181,"good"
2.6105519821837,4139.80586509413,"good"
2.6105519821837,4214.01293440971,"good"
2.6105519821837,4288.85287773168,"good"
2.6105519821837,4364.29313715555,"good"
2.6105519821837,4440.30311486652,"good"
2.6105519821837,4516.85404916149,"good"
2.6105519821837,4593.9188973677,"good"
2.6105519821837,4671.47222557928,"good"
2.6105519821837,4749.49010502118,"good"
2.6105519821837,4827.95001481639,"good"
2.6105519821837,4906.8307508961,"good"
2.6105519821837,4986.11234077253,"good"
2.6105519821837,2308.33762029811,"good"
5.6573910361719,2317.94733112647,"good"
5.6573910361719,2331.04671707563,"good"
5.6573910361719,2347.57736213597,"good"
5.6573910361719,2367.46739195161,"good"
5.6573910361719,2390.63295790055,"good"
5.6573910361719,2416.97987859835,"good"
5.6573910361719,2446.40537000623,"good"
5.6573910361719,2478.79979867921,"good"
5.6573910361719,2514.04839972457,"good"
5.6573910361719,2552.03291065265,"good"
5.6573910361719,2592.63308329928,"good"
5.6573910361719,2635.72804720811,"good"
5.6573910361719,2681.19750852277,"good"
5.6573910361719,2728.92277780353,"good"
5.6573910361719,2778.78762796774,"good"
5.6573910361719,2830.67898958738,"good"
5.6573910361719,2884.48749510989,"good"
5.6573910361719,2940.10788634995,"good"
5.6573910361719,2997.43930111704,"good"
5.6573910361719,3056.38545523002,"good"
5.6573910361719,3116.85473587445,"good"
5.6573910361719,3178.76022132349,"good"
5.6573910361719,3242.01964079505,"good"
5.6573910361719,3306.55528676322,"good"
5.6573910361719,3372.29389051801,"good"
5.6573910361719,3439.16647024629,"good"
5.6573910361719,3507.1081595151,"good"
5.6573910361719,3576.05802265807,"good"
5.6573910361719,3645.95886245084,"good"
5.6573910361719,3716.75702438696,"good"
5.6573910361719,3788.40220096842,"good"
5.6573910361719,3860.84723869982,"good"
5.6573910361719,3934.04794978072,"good"
5.6573910361719,4007.96292997112,"good"
5.6573910361719,4082.55338374308,"good"
5.6573910361719,4157.7829573482,"good"
5.6573910361719,4233.61758026209,"good"
5.6573910361719,4310.02531518895,"good"
5.6573910361719,4386.97621663773,"good"
5.6573910361719,4464.44219799284,"good"
2.6105519821837,4542.39690682806,"good"
2.6105519821837,4620.81560821677,"good"
2.6105519821837,4699.67507569647,"good"
2.6105519821837,4778.95348952857,"good"
2.6105519821837,4858.63034187311,"good"
2.6105519821837,2202.19156283604,"good"
2.6105519821837,2208.54328465899,"good"
2.6105519821837,2218.58536665852,"good"
2.6105519821837,2232.26800502161,"good"
2.6105519821837,2249.5247701413,"good"
2.6105519821837,2270.27416072707,"good"
2.6105519821837,2294.42142301471,"good"
2.6105519821837,2321.86054621037,"good"
2.6105519821837,2352.4763450113,"good"
2.6105519821837,2386.14654615989,"good"
2.6105519821837,2422.74380688207,"good"
2.6105519821837,2462.13760702443,"good"
2.6105519821837,2504.19597199631,"good"
2.6105519821837,2548.78699865087,"good"
2.6105519821837,2595.78016998774,"good"
2.6105519821837,2645.04745616808,"good"
2.6105519821837,2696.46420853664,"good"
2.6105519821837,2749.90986006871,"good"
2.6105519821837,2805.26845010046,"good"
5.6573910361719,2862.42899366356,"good"
5.6573910361719,2921.28571666781,"good"
5.6573910361719,2981.73817781483,"good"
5.6573910361719,3043.69129703448,"good"
5.6573910361719,3107.05530852048,"good"
5.6573910361719,3171.74565447906,"good"
5.6573910361719,3237.68283362188,"good"
5.6573910361719,3304.79221638336,"good"
5.6573910361719,3373.00383689036,"good"
5.6573910361719,3442.25216998244,"good"
5.6573910361719,3512.4758999404,"good"
5.6573910361719,3583.6176862767,"good"
5.6573910361719,3655.62393073199,"good"
5.6573910361719,3728.44454863487,"good"
5.6573910361719,3802.03274700309,"good"
5.6573910361719,3876.34481104037,"good"
5.6573910361719,3951.33990015528,"good"
5.6573910361719,4026.97985427195,"good"
5.6573910361719,4103.22901073189,"good"
5.6573910361719,4180.05403193909,"good"
5.6573910361719,4257.42374364566,"good"
5.6573910361719,4335.30898362833,"good"
5.6573910361719,4413.68246044395,"good"
5.6573910361719,4492.51862180152,"good"
5.6573910361719,4571.79353211688,"good"
5.6573910361719,4651.48475874267,"good"
5.6573910361719,4731.57126636908,"good"
5.6573910361719,2143.86300065281,"good"
5.6573910361719,2127.32527737616,"good"
5.6573910361719,2114.54937410754,"good"
5.6573910361719,2105.60376730656,"good"
5.6573910361719,2100.53739405798,"good"
5.6573910361719,2099.37833949996,"good"
5.6573910361719,2102.13306678529,"good"
5.6573910361719,2108.7862381396,"good"
5.6573910361719,2119.30113845222,"good"
5.6573910361719,2133.62067441844,"good"
5.6573910361719,2151.66888687389,"good"
5.6573910361719,2173.35288546435,"good"
5.6573910361719,2198.56509577033,"good"
2.6105519821837,2227.18570071935,"good"
2.6105519821837,2259.08516001457,"good"
2.6105519821837,2294.12670191972,"good"
2.6105519821837,2332.16869850273,"good"
2.6105519821837,2373.0668557006,"good"
2.6105519821837,2416.67617079818,"good"
2.6105519821837,2462.85262996055,"good"
2.6105519821837,2511.45463602555,"good"
2.6105519821837,2562.34417091553,"good"
2.6105519821837,2615.38770761122,"good"
2.6105519821837,2670.45689377287,"good"
2.6105519821837,2727.42903323742,"good"
2.6105519821837,2786.18739330913,"good"
2.6105519821837,2846.62136564701,"good"
2.6105519821837,2908.6265070478,"good"
